0 0 0 0 0 0 0 0 0 0 35.4011 176.812 546.272 1220.9 2082.48 2845.36 3294.44 3432.13 3343.95 3153.78 2845.67 2340.45 1647.33 951.784 503.231 464.191 839.288 1565.34 2520.75 3801.61 5539.69 7573.61 9520.59 10995.2 11884 12191.3 12201.1 12070.8 11879.7 11671.1 11345.1 10740.6 9729.98 8240.1 6347.77 4357.91 2671.87 1447.41 662.14 267.991 67.2833 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 42.3765 230.012 740.05 1832.23 3611.9 6055.32 9016.13 12042.9 14369.7 15568.2 15793.6 15328.1 14560.3 13423.1 11649 9249.91 6830.62 5228.13 5005.7 6182.97 8485.75 11360.1 14876.9 19281.2 24187.8 28803.1 32262.6 34331.6 35007.2 34964.1 34580.4 34053.9 33495.6 32656.6 31142.6 28644.9 24981.3 20286.5 15209.7 10634.8 6916.55 4074.01 2170.38 921.193 277.601 66.2497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 49.2429 267.702 996.502 2736.67 5919.33 10801.4 17074 24228.2 31725.1 38730.8 43773 46106.7 46229 44798 42701 39759.8 35330.6 29418.5 23450.5 19431.3 18732 21405.4 26670.5 32923.6 39840.4 47623 55654.1 62980.3 68369.3 71543.3 72465.3 72213.7 71399.8 70363.3 69301.3 67788 65165.7 60926.5 54754.4 46732.7 37704.9 28927.5 20964.2 14057.3 8689.89 4709.08 2185.17 905.158 272.655 65.1914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 83.8955 566.241 2100.5 5807.06 12701.4 23024.8 36322.7 51135.2 65700.5 78800.1 89515.2 96262.2 98592.7 97662.9 94492 90402.6 85059.3 77412 67406.1 57291.1 50307 48727.6 52652.9 60691.9 69916.8 79227.2 88484 97025.2 104428 109670 112639 113225 112542 111243 109729 108242 106284 103118 98188.2 91133 81805.8 70718.6 58841.1 46641.2 34612.4 23913.8 15062.3 8569.73 4463.04 1965.04 748.576 190.534 37.665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 91.4443 720.526 3058.86 9036.32 20806.9 39128.4 62444.2 87975.2 112264 132352 146927 156193 160078 159387 155914 150630 144703 137685 128443 116797 105021 96540.4 93869.2 97141.8 104821 113522 121613 128535 133803 137880 140437 141637 141291 140080 138446 136710 135082 133161 130409 126441 121004 113717 104413 93186.3 79974.4 65069.8 49840.7 35541.8 23375.6 14152.3 7578.39 3564.78 1311.32 388.298 52.4287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 100.206 786.292 3586.51 11394.9 27793.5 54821.8 90385.8 128473 162767 189087 205646 213255 214234 210766 204833 198204 191303 184524 177433 169253 159695 150078 142625 139115 139675 143322 147660 151340 153684 154422 154413 153859 153048 151768 150179 148447 146747 145203 143599 141692 139335 136462 132686 127455 120191 110277 97315.8 81918.7 65163.6 48416.2 33277.5 20645.5 11365.9 5221.34 1991.45 510.964 82.7797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 67.254 710.807 3543.09 12205.3 31710 65834.5 112894 164346 208896 239174 254415 257502 252830 243867 233523 223561 214934 207456 200774 194569 188535 182373 176315 171038 167256 165045 164161 163719 163116 161882 159866 157657 155518 153660 151921 150206 148530 146956 145533 144180 142847 141527 140268 138871 136907 133794 128840 121153 110299 96231 79406.7 61142.5 43051 27125.3 14709.4 6748.3 2359.52 618.638 87.2767 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
25.6834 466.453 2955.72 11369 32085.9 70646 126488 189568 244456 279168 291493 287782 275798 261474 247102 234225 223366 214549 207316 201084 195650 190958 186794 182890 179106 175496 172081 168956 166081 163289 160307 157088 153969 151201 148912 147012 145315 143755 142324 141020 139849 138864 138125 137713 137550 137373 136804 135445 132595 127522 119335 107246 91151.8 71811.6 51218.7 32127.9 17430.5 7806.64 2923.06 869.639 217.578 46.1962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
195.73 1871.84 8875.83 28226.2 67927.3 129599 202724 267907 308622 320289 310275 290870 270290 252237 236800 224065 213827 205661 199056 193443 188699 184880 181851 179167 176327 173055 169330 165407 161720 158484 155698 153288 151122 149141 147321 145637 144054 142570 141180 139878 138660 137533 136506 135623 134947 134551 134461 134585 134463 133488 130684 124876 114777 99456.6 79284.7 56689 35804.9 19568.8 9360.38 3853.59 1373.25 402.189 47.7234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
728.392 5247.07 20627 56817.7 119762 201145 278348 328576 343154 329620 303155 276488 254484 237865 225184 215257 207129 200211 194206 188885 184145 179927 176173 172782 169640 166658 163799 161077 158544 156211 154057 152052 150157 148357 146648 145029 143499 142057 140696 139415 138207 137071 136003 135002 134076 133263 132643 132353 132429 132786 132857 131680 127737 119065 104207 83649.7 60691.6 39375 22905.6 11761.7 5223.14 1916.43 442.637 61.9271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
