0 0 0 0 0 0.00118332 0.00714615 0.0315969 0.0949187 0.222459 0.420954 0.656686 0.864761 0.992957 1.04703 1.08071 1.20472 1.39438 1.50217 1.45068 1.33936 1.30769 1.35119 1.39575 1.33736 1.24884 1.17441 1.11451 1.07388 1.00349 0.97352 1.03082 1.13431 1.2821 1.38135 1.34946 1.21973 1.07847 0.971284 0.925029 0.921472 0.96419 1.05544 1.19676 1.31238 1.35346 1.3298 1.28058 1.21825 1.16814 1.14104 1.19205 1.33461 1.50131 1.60546 1.57982 1.41951 1.22757 1.14371 1.06923 1.06268 1.03628 0.990125 0.958876 0.95675 0.982153 1.0068 1.01762 0.985459 0.951927 0.96024 1.01079 1.13312 1.2883 1.4812 1.60293 1.53759 1.30614 1.02894 0.756806 0.506823 0.297115 0.134806 0.0326932 0.00725272 0 0 0 0 0 0 
0 0 0 0.00106681 0.00594191 0.0298743 0.0936306 0.247795 0.530521 0.972225 1.55163 2.17856 2.71087 3.02178 3.14292 3.1913 3.47446 3.926 4.19244 4.05573 3.75924 3.67294 3.78019 3.88284 3.71361 3.46295 3.25949 3.11973 3.0442 2.89249 2.82974 2.9789 3.23698 3.59941 3.83341 3.74404 3.42728 3.09096 2.8453 2.7337 2.70966 2.79889 3.02593 3.38613 3.69186 3.79845 3.72739 3.59166 3.43202 3.30034 3.23766 3.3729 3.74128 4.16536 4.4284 4.36583 3.96271 3.47635 3.26261 3.08127 3.08279 3.03813 2.94882 2.9019 2.90495 2.9442 2.95643 2.95277 2.85954 2.79114 2.83388 2.98634 3.34976 3.82975 4.38477 4.6958 4.4803 3.8365 3.09561 2.40399 1.77414 1.19561 0.679834 0.286503 0.110178 0.0239449 0.00363964 0 0 0 0 
0 0 0.00106317 0.0138367 0.0571817 0.191419 0.470355 0.986516 1.75787 2.78099 3.95952 5.11851 6.06145 6.58045 6.76039 6.76375 7.19002 7.92264 8.38595 8.14881 7.59722 7.42589 7.61193 7.80276 7.5108 7.04425 6.63691 6.37847 6.27729 6.04281 5.94522 6.18947 6.61313 7.21229 7.58778 7.41411 6.88461 6.34866 5.98611 5.81617 5.74624 5.86315 6.25337 6.89498 7.46823 7.66745 7.51782 7.24152 6.93977 6.68288 6.58915 6.86013 7.54345 8.29995 8.75485 8.64695 7.95008 7.10819 6.73958 6.43721 6.47204 6.43232 6.33311 6.32805 6.36326 6.38772 6.29792 6.20997 6.00626 5.90834 6.01703 6.32133 7.06009 8.08097 9.20363 9.77269 9.30562 8.06159 6.67701 5.45346 4.3522 3.24513 2.11634 1.11093 0.507003 0.156239 0.0340239 0.00405143 0 0 0 
0 0.000790095 0.00990341 0.0698225 0.245658 0.69196 1.48997 2.71449 4.24298 5.95118 7.64221 9.14281 10.3629 11.0101 11.2121 11.0632 11.414 12.106 12.5788 12.2387 11.4845 11.2718 11.5394 11.8355 11.5035 10.8723 10.2381 9.84975 9.75718 9.52531 9.45076 9.74261 10.2276 10.8927 11.2709 11.0167 10.4301 9.88527 9.5586 9.36037 9.18119 9.2159 9.65807 10.4477 11.2155 11.4981 11.3019 10.9283 10.5349 10.1639 10.0602 10.4475 11.3608 12.3222 12.8774 12.7601 11.9498 10.974 10.5601 10.212 10.279 10.2676 10.2535 10.4198 10.5622 10.5339 10.219 9.94724 9.60135 9.49372 9.65811 10.099 11.2323 12.892 14.5958 15.334 14.5489 12.7579 10.886 9.42486 8.21987 6.83092 5.08694 3.18041 1.69909 0.680089 0.208297 0.0461006 0.00247071 0 0 
0 0.00521637 0.0426957 0.230166 0.72474 1.8061 3.50413 5.68446 7.91845 9.95866 11.6482 12.989 14.1845 14.819 14.9967 14.6285 14.628 14.8069 14.9656 14.5497 13.7659 13.6353 14.0193 14.5056 14.3772 13.7817 12.9278 12.3145 12.1588 11.973 11.992 12.2558 12.6515 13.1295 13.3315 13.0363 12.6207 12.3084 12.165 11.9553 11.6178 11.4552 11.7612 12.4326 13.1832 13.516 13.3965 13.0746 12.6997 12.257 12.1421 12.5722 13.5241 14.4498 14.9495 14.8869 14.2899 13.5986 13.3598 13.0921 13.1312 13.099 13.1976 13.5925 13.9099 13.8486 13.3057 12.8074 12.3254 12.1931 12.325 12.7942 14.1214 16.191 18.1733 18.8827 17.8891 15.9339 14.0819 12.9977 12.4277 11.4727 9.58528 6.82189 4.11184 1.93992 0.714203 0.199329 0.0204774 0 0 
0.00139814 0.0229489 0.136 0.58171 1.63704 3.65118 6.43409 9.40471 11.7978 13.4675 14.5893 15.4521 16.5184 17.1281 17.2864 16.7865 16.4042 15.8712 15.4916 14.9448 14.1979 14.1957 14.7123 15.4834 15.788 15.4482 14.4497 13.5332 13.1888 13.0041 13.145 13.3636 13.6066 13.7674 13.7128 13.4088 13.2478 13.2332 13.2415 12.9678 12.4661 12.1012 12.1901 12.6081 13.1858 13.5492 13.6301 13.4837 13.1741 12.6712 12.489 12.8928 13.772 14.5617 14.9524 14.9807 14.7811 14.6522 14.7946 14.7319 14.6565 14.4123 14.4111 14.8286 15.3008 15.3631 14.8719 14.2995 13.7447 13.4996 13.4337 13.7395 14.8908 16.8691 18.6815 19.2612 18.3792 16.7798 15.4753 15.2257 15.8178 16.0011 14.7454 11.6982 7.87713 4.27676 1.83378 0.605711 0.0946491 0.00616348 0 
0.00845417 0.0743329 0.343158 1.19585 2.98522 5.97222 9.59371 12.7868 14.6728 15.5459 16.0752 16.6696 17.7206 18.2954 18.3869 17.8686 17.2971 16.2382 15.3594 14.5657 13.7556 13.7394 14.29 15.2745 15.9764 15.9325 14.9531 13.8817 13.3968 13.2229 13.4862 13.7228 13.8576 13.7429 13.4771 13.1718 13.1729 13.3439 13.3683 12.9863 12.375 11.9201 11.8718 12.1176 12.5061 12.8623 13.1266 13.1276 12.8317 12.259 11.9572 12.3027 13.1261 13.8618 14.2161 14.3125 14.4124 14.7748 15.3602 15.6484 15.5475 14.9735 14.5307 14.5392 14.9461 15.2238 15.1199 14.7364 14.2489 13.9035 13.6204 13.6629 14.3181 15.7074 17.0034 17.5034 17.1066 16.2739 15.8085 16.4292 18.0704 19.4166 19.1962 16.6082 12.3746 7.61359 3.77819 1.4676 0.325345 0.046715 0 
0.0312482 0.189698 0.715321 2.07837 4.57894 8.22409 12.1 14.9483 16.0821 16.3129 16.6074 17.2394 18.2644 18.6592 18.5813 18.0437 17.4092 16.1025 14.9399 13.9029 13.0078 12.8154 13.2302 14.1731 15.0046 15.1204 14.3646 13.4979 13.1431 13.1392 13.5385 13.8652 13.9284 13.5767 13.1071 12.7787 12.8423 13.1167 13.1191 12.6679 12.0217 11.5836 11.5287 11.7482 12.0199 12.3161 12.6074 12.591 12.2138 11.5849 11.1701 11.4293 12.1903 12.9272 13.3119 13.4277 13.6252 14.2057 15.087 15.8108 15.9159 15.1603 14.1853 13.5318 13.5747 13.9051 14.1978 14.1286 13.8732 13.6272 13.3354 13.2089 13.3203 13.9454 14.6286 15.1006 15.3653 15.4911 15.9464 17.2264 19.3436 21.1728 21.7028 20.0399 16.4176 11.4518 6.67052 3.12613 0.984392 0.232584 0 
0.107519 0.460196 1.39458 3.33383 6.34422 10.1251 13.651 15.8536 16.3717 16.2696 16.4938 17.245 18.3257 18.8116 18.9412 18.5749 17.8832 16.3946 15.0112 13.7181 12.8339 12.5236 12.8273 13.6138 14.3171 14.3796 13.8648 13.3556 13.272 13.4697 13.9432 14.4045 14.5059 14.0941 13.5291 13.1721 13.1899 13.4505 13.37 12.8456 12.1592 11.7606 11.7832 12.1077 12.3871 12.6302 12.8317 12.6956 12.2045 11.5673 11.0662 11.2267 11.9479 12.7504 13.2303 13.2981 13.3277 13.701 14.4942 15.4013 15.7641 15.1143 13.9287 12.8318 12.4344 12.5888 13.0059 13.1564 13.157 13.1269 13.0008 12.9038 12.7781 12.955 13.3366 13.889 14.6268 15.3567 16.3065 17.7215 19.6034 21.1669 21.9604 21.3948 19.2974 15.3301 10.4726 5.841 2.36873 0.73169 0 
0.262828 0.934075 2.42694 4.94944 8.18605 11.5978 14.3602 15.8307 15.9449 15.691 15.7554 16.4351 17.5587 18.4925 19.348 19.4607 18.6557 16.848 15.1913 13.7388 13.0346 12.6995 12.8117 13.2853 13.7294 13.6746 13.4127 13.3326 13.6315 14.0685 14.5519 15.0035 15.023 14.4856 13.835 13.5075 13.5926 13.9854 13.9842 13.4843 12.7077 12.2213 12.1864 12.5035 12.7902 12.978 13.0688 12.8547 12.374 11.8414 11.3592 11.4011 11.9664 12.6692 13.1145 13.1061 12.9713 13.0516 13.5307 14.3303 14.826 14.5076 13.5905 12.532 11.889 11.7732 12.0119 12.173 12.3163 12.4654 12.5075 12.5088 12.3879 12.4345 12.7309 13.3223 14.2233 15.1798 16.2537 17.4664 18.7256 19.6863 20.5161 21.1049 21.0639 19.098 15.0731 9.67369 4.63761 1.66569 0 
