0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0020519 0.0104682 0.0332777 0.0820625 0.163704 0.282773 0.440198 0.620924 0.78957 0.922833 1.01593 1.0692 1.09477 1.10083 1.09595 1.08678 1.07959 1.0732 1.06752 1.06248 1.058 1.05403 1.05053 1.04746 1.04477 1.0424 1.04031 1.03848 1.0369 1.03556 1.03445 1.03351 1.03274 1.03211 1.03163 1.03129 1.03111 1.03107 1.03116 1.03137 1.0317 1.03215 1.03273 1.03343 1.03425 1.03518 1.03623 1.0374 1.03871 1.04013 1.04167 1.04333 1.04511 1.04703 1.04909 1.0513 1.05367 1.0562 1.05891 1.0618 1.0649 1.06825 1.07189 1.07582 1.08007 1.08468 1.0897 1.09518 1.10115 1.10766 1.11477 1.12257 1.13149 1.14008 1.14503 1.13828 1.1087 1.04675 0.948052 0.807391 0.629136 0.443401 0.281009 0.158187 0.0760673 0.030863 0.00774104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00211425 0.0112582 0.0431338 0.119301 0.261619 0.485029 0.783642 1.14966 1.57547 2.03044 2.43799 2.75516 2.97565 3.10151 3.16089 3.17209 3.15673 3.1312 3.11121 3.09341 3.07759 3.06353 3.05105 3.03999 3.03023 3.02168 3.01417 3.00756 3.00174 2.99663 2.99222 2.98848 2.98536 2.98275 2.98058 2.9788 2.97743 2.97649 2.97596 2.97583 2.97607 2.97663 2.97753 2.97877 2.98037 2.98231 2.98458 2.98717 2.99008 2.99332 2.99692 3.00086 3.00513 3.00974 3.0147 3.02002 3.02574 3.03187 3.03844 3.04546 3.05297 3.06099 3.06962 3.07896 3.08907 3.1 3.11181 3.12463 3.13858 3.1538 3.17039 3.18847 3.20825 3.22996 3.25474 3.27916 3.29512 3.28264 3.21435 3.06764 2.83335 2.49836 2.06583 1.59743 1.1561 0.778176 0.474019 0.255322 0.109617 0.0335859 0.00796927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0.00218637 0.011662 0.0446382 0.125117 0.293973 0.590025 1.04184 1.65303 2.37659 3.16425 3.97753 4.77205 5.44053 5.94725 6.29639 6.49455 6.58513 6.59412 6.55934 6.50852 6.46866 6.43315 6.40156 6.37347 6.34851 6.32641 6.30691 6.28982 6.27482 6.26161 6.24996 6.23973 6.2309 6.22341 6.21713 6.21187 6.2075 6.20391 6.20113 6.19919 6.1981 6.19781 6.19824 6.19932 6.20107 6.2035 6.20664 6.2105 6.21502 6.22017 6.22594 6.23235 6.23947 6.24727 6.25576 6.26494 6.27481 6.28542 6.29679 6.30897 6.322 6.33595 6.35088 6.36684 6.38404 6.40266 6.42283 6.4446 6.46811 6.49362 6.52138 6.55169 6.58473 6.62075 6.66016 6.70341 6.75275 6.80256 6.83953 6.82942 6.7264 6.49442 6.12201 5.58597 4.87195 4.05323 3.20689 2.39133 1.64627 1.034 0.570396 0.270142 0.113179 0.0347224 0.00822147 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0.00321312 0.0232612 0.0880112 0.251645 0.568018 1.0924 1.85452 2.85613 4.04282 5.2902 6.49108 7.57108 8.50827 9.22504 9.74479 10.0963 10.2925 10.3746 10.3633 10.3041 10.2289 10.1696 10.1168 10.0697 10.0278 9.99057 9.9576 9.9285 9.90298 9.88058 9.86086 9.84344 9.82813 9.81489 9.80365 9.7942 9.78627 9.77967 9.77423 9.77001 9.76703 9.76533 9.76482 9.76538 9.76689 9.7694 9.77291 9.77749 9.78317 9.78988 9.79751 9.80604 9.81549 9.82599 9.83753 9.85011 9.86372 9.87839 9.89415 9.91102 9.92904 9.94831 9.96894 9.99106 10.0148 10.0403 10.0681 10.0981 10.1304 10.1653 10.2032 10.2444 10.2894 10.3384 10.392 10.4506 10.5148 10.588 10.664 10.7282 10.7407 10.6495 10.4177 10.04 9.48938 8.71568 7.74734 6.6157 5.36924 4.07301 2.86329 1.83374 1.05376 0.54057 0.22474 0.0740061 0.01214 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0.00164624 0.00997377 0.0447076 0.153898 0.412452 0.924284 1.75423 2.91111 4.33553 5.93785 7.57576 9.07539 10.3347 11.2966 12.0046 12.462 12.763 12.9551 13.0539 13.0786 13.0327 12.9539 12.867 12.7974 12.7352 12.6798 12.6305 12.5867 12.5478 12.5135 12.4833 12.4569 12.4336 12.4129 12.3948 12.3791 12.3657 12.3544 12.3449 12.337 12.3305 12.3254 12.3217 12.3196 12.3189 12.3194 12.3211 12.3238 12.3278 12.333 12.3396 12.3474 12.3564 12.3663 12.3773 12.3896 12.403 12.4178 12.4337 12.4509 12.4694 12.4892 12.5102 12.5327 12.5568 12.5827 12.6105 12.6405 12.6731 12.7084 12.7463 12.7872 12.8316 12.8799 12.9327 12.9902 13.0529 13.1217 13.1971 13.2825 13.3738 13.4607 13.5117 13.4879 13.3671 13.1566 12.8382 12.3341 11.5981 10.5779 9.26555 7.69117 6.00006 4.34843 2.87991 1.71539 0.875296 0.37683 0.121499 0.0303748 0.00611192 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0.00176184 0.0168904 0.0719477 0.233158 0.606771 1.31448 2.46828 4.06351 5.95202 7.90494 9.74456 11.3119 12.5149 13.3629 13.8747 14.1485 14.2446 14.2711 14.2679 14.2468 14.2038 14.1282 14.0416 13.9564 13.8862 13.8234 13.7674 13.7176 13.6733 13.634 13.5992 13.5686 13.5417 13.518 13.497 13.4785 13.4624 13.4486 13.437 13.4272 13.419 13.4122 13.4069 13.4031 13.4008 13.3999 13.4003 13.4018 13.4044 13.4082 13.4133 13.4198 13.4276 13.4366 13.4466 13.4577 13.47 13.4836 13.4984 13.5145 13.5318 13.5504 13.5703 13.5914 13.614 13.6382 13.6643 13.6925 13.7228 13.7557 13.7913 13.8295 13.8707 13.9154 13.9641 14.0172 14.0751 14.1384 14.2077 14.2837 14.3689 14.4619 14.5588 14.6429 14.696 14.7133 14.7107 14.6852 14.5675 14.2779 13.7207 12.8296 11.5453 9.90335 8.00128 5.97415 4.04188 2.41157 1.2531 0.540665 0.193186 0.0554751 0.00653275 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0.00180912 0.0176317 0.0914641 0.307144 0.809203 1.74548 3.20114 5.16372 7.44746 9.71614 11.6441 13.1055 14.0667 14.6174 14.8872 14.9487 14.8915 14.7682 14.6433 14.5333 14.4432 14.3602 14.2721 14.187 14.1088 14.042 13.9822 13.9288 13.8813 13.8391 13.8017 13.7684 13.7391 13.7132 13.6904 13.6702 13.6523 13.6367 13.6233 13.6119 13.6023 13.5943 13.5877 13.5825 13.5788 13.5764 13.5753 13.5756 13.5769 13.5793 13.5828 13.5875 13.5935 13.6009 13.6095 13.6191 13.6297 13.6415 13.6545 13.6687 13.684 13.7005 13.7182 13.7371 13.7573 13.7788 13.802 13.8271 13.854 13.8832 13.9146 13.9485 13.9849 14.0242 14.0669 14.1134 14.164 14.2192 14.2795 14.3455 14.4177 14.4978 14.586 14.682 14.7802 14.8761 14.9733 15.0866 15.2227 15.3456 15.4005 15.3178 15.0261 14.4117 13.3745 11.853 9.83354 7.48778 5.13777 3.13438 1.65018 0.730888 0.261835 0.0579007 0.00669095 0 0 0 0 0 0 0 
0 0 0 0 0 0.00186359 0.0181738 0.0949124 0.348595 0.954971 2.11851 3.91951 6.23239 8.77857 11.1997 13.1496 14.4346 15.1364 15.3809 15.3693 15.2402 15.0425 14.8186 14.5966 14.4053 14.2479 14.125 14.0232 13.9325 13.8525 13.7818 13.7195 13.6637 13.6139 13.5696 13.5303 13.4953 13.4643 13.4367 13.4123 13.3908 13.3717 13.3548 13.3399 13.327 13.316 13.3067 13.2991 13.2928 13.2879 13.2842 13.2819 13.2807 13.2808 13.2819 13.2841 13.2875 13.2918 13.2974 13.3042 13.3121 13.3212 13.3313 13.3424 13.3546 13.3679 13.3822 13.3977 13.4143 13.4321 13.4511 13.4715 13.4935 13.5172 13.5428 13.5703 13.5998 13.6315 13.6656 13.7025 13.7426 13.7862 13.8335 13.8851 13.9415 14.0031 14.0704 14.1443 14.2259 14.3166 14.4179 14.5327 14.6679 14.8335 15.0385 15.2706 15.5014 15.6981 15.8252 15.8013 15.4964 14.7496 13.3716 11.3313 8.82348 6.20193 3.82641 2.00919 0.86712 0.271489 0.0594982 0.0068705 0 0 0 0 0 0 
0 0 0 0 0.00183164 0.0184471 0.0972091 0.359565 1.02526 2.33652 4.43008 7.13364 9.98381 12.4823 14.3188 15.4005 15.8225 15.8366 15.6043 15.2996 15.0132 14.7684 14.5715 14.4141 14.2825 14.1671 14.0653 13.9733 13.8896 13.8137 13.7453 13.684 13.6292 13.5802 13.5367 13.4981 13.4637 13.4331 13.4058 13.3815 13.36 13.3411 13.3243 13.3095 13.2965 13.2853 13.2759 13.2681 13.2619 13.257 13.2534 13.251 13.2498 13.2497 13.2508 13.2531 13.2566 13.2611 13.2666 13.2732 13.281 13.29 13.3001 13.3111 13.3232 13.3364 13.3507 13.3661 13.3827 13.4005 13.4196 13.4402 13.4623 13.4862 13.5119 13.5393 13.5686 13.6 13.6338 13.6705 13.7102 13.7533 13.8001 13.8511 13.9068 13.9675 14.0338 14.1062 14.1853 14.2716 14.3652 14.4666 14.5772 14.7 14.8405 15.0071 15.2108 15.4622 15.7581 16.0546 16.2554 16.2174 15.713 14.5391 12.6124 10.0228 7.08407 4.32279 2.2138 0.894446 0.27795 0.0604034 0.00672198 0 0 0 0 0 
0 0 0 0 0.0114701 0.0805985 0.335118 1.01343 2.40791 4.67975 7.67832 10.8649 13.5538 15.3258 16.1733 16.3406 16.1206 15.7739 15.4046 15.0983 14.8667 14.6866 14.5378 14.4073 14.2897 14.1827 14.0849 13.9952 13.9131 13.8384 13.7707 13.7101 13.6559 13.6075 13.5644 13.526 13.4919 13.4614 13.4341 13.4096 13.3879 13.3689 13.3521 13.3373 13.3242 13.3128 13.3031 13.2951 13.2887 13.2838 13.2803 13.2779 13.2767 13.2766 13.2776 13.28 13.2835 13.2881 13.2937 13.3003 13.3081 13.317 13.3271 13.3382 13.3503 13.3635 13.3779 13.3935 13.4103 13.4284 13.4479 13.4688 13.4914 13.5156 13.5415 13.5691 13.5985 13.63 13.664 13.7008 13.7405 13.7834 13.8299 13.8807 13.9361 13.9964 14.0623 14.1342 14.2125 14.2976 14.3895 14.4881 14.5937 14.7073 14.8304 14.9658 15.12 15.3059 15.5444 15.8516 16.211 16.5552 16.7188 16.4695 15.5314 13.6658 10.8795 7.61018 4.55446 2.24025 0.87357 0.249541 0.0421973 0 0 0 0 0 
