0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0.216265 0 0 0 6.48796 0 0 0.216265 0 0 0 0 0.216265 0 0.43253 0.216265 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0.216265 1.21627 0 0.216265 6.48796 30 0 0.216265 1.6488 0.216265 0 0.43253 0.216265 1 0.43253 2.21627 1 0 0 0.216265 0.43253 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1.08133 0 0.43253 1 0.216265 1.21627 0.648796 0 0.216265 0.648796 3.21627 1 0.648796 2 0 0 0 0.216265 0 0 0.216265 1.43253 2 0 0 0 0 0 0 0 0 
0 0 0 0 0 1.29759 5.43253 0.216265 1 0 0.216265 2.29759 3 0.216265 1 0 0 0.216265 1 0 0 0 0.216265 1 0 0 0 0 0 0 1.08133 0 0 0 0 0 0 
0 0 0 0 0.216265 1.43253 2 0.216265 0 0 0.648796 3 0.216265 0 0 0 0 0 0 0.216265 0.43253 0 0 0.216265 0 0 0 0 0 1.08133 5 0 0 0 0 0 0 
0 0 0 0 0 0 0.216265 1.21627 0 0 0 0.216265 1 0 0 0.648796 0.216265 0 0.216265 1.43253 2 0 0.216265 1 0 0 0 0 0.43253 0 0 0.865061 0 0 0 0 0 
0 0 0 0 0 0 0.216265 1.21627 0 0 0 0.216265 0.865061 0 0.648796 3.21627 1 0 0 0 0 0.43253 0 0 0 0 0 0.43253 2 0.216265 0.865061 4 0 0 0 0 0 
0 0 0 0 0 0.43253 0.216265 1.21627 0 0 0.216265 1.86506 4 0.216265 0 1.29759 0 0 1.08133 0 0.865061 2 0 0 0 0 0 0 0.216265 1.21627 0 0.216265 0 0 0 0 0 
0 0 0 0 0.43253 4.59518 0.648796 1 0.43253 0.216265 0 0 1.51386 1 1.29759 6.21627 0 1.51386 5 0.43253 2 0 0 0 0 0 0 0 0.216265 1 0.216265 2.08133 0 0 0 0 0 
0 0 0 0 2.59518 12.4325 2.21627 0.43253 2.21627 1 0 1.29759 6 0 0.216265 1 0.43253 2 0 0 0 0 0 0 0.216265 0.648796 0 0 0 0 2.81145 5 0.648796 0 0 0 0 
0 0 0 0.43253 0 0.216265 1 0 4.54157 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.216265 1.6488 3 0 0 0 1.73012 8.21627 0.648796 3.21627 0 0 0 0 
0 0 0.43253 2 0 0.216265 0 4.54157 21 0 2.37892 0 0 0 0.648796 0 0.216265 0 0 0 0 0 0 0 0 0 0 0 0 0.216265 1 0.216265 1.21627 0 0 0 0 
0 0 0 0.216265 0.216265 1.6488 0 0.216265 0 2.37892 11 0.43253 0 0.648796 3 0.216265 1 0.216265 0 0 0.216265 0 0 0 0 0.648796 0.216265 0.216265 0 0 0 0.216265 1.21627 0 0 0 0 
0 0 0.216265 1 0.648796 3.6488 0.216265 1 0 0 0.43253 2 0 0 0 0 0.216265 1 0.43253 0.216265 1 0 0 0 0.648796 3.21627 1.21627 1 0 0 0 0.216265 1 0 0 0 0 
0 0 0 0 1.08133 3 2.81145 0 0 0 0 0 0 0 0 0.216265 0 0.43253 2 0 0 0 0 0 0 0 0 0 0 0 0 1.29759 0 0 0 0 0 
0 0 0 0.43253 2.86506 2.81145 13 0 0.216265 0 0 0 0.43253 0 0.216265 1.43253 0 0 0 0 2.37892 0 0 0 0 0 0.216265 0.216265 0 0 1.29759 6.43253 0 0 0 0 0 
0 0 0 0.865061 4 0.216265 0.216265 0.216265 1 0 0.216265 0.648796 2 0 0.43253 2 0 0 0 2.37892 11.2163 0.43253 0 0 0 0.865061 1.21627 1 0 0 0.43253 2 0 0 0 0 0 
0 0 0 0 0.216265 1.21627 3.81145 0.216265 0.43253 0.216265 1.21627 1 0.216265 0 0.216265 0 0 0.43253 0 0.216265 1.43253 2 0 0 0.648796 3 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 2.81145 13.2163 1.43253 2 0 0 0.216265 1 0.216265 1 0.43253 0.43253 2 0 0 0.216265 0 0 0 0 0 0 0 0.216265 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0.865061 0 0.865061 2.86506 0 0.216265 0 0.216265 1 0.216265 0.43253 0.648796 0.216265 0 0 0.216265 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0.865061 4 0.43253 2.86506 4 0.216265 1 0 0 0.216265 1.43253 2.6488 3.21627 1 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
