0 0 0 0 0 0 0 0 0 0 11.1634 74.1088 242.489 602.753 1117.16 1741.63 2356.04 2972.17 3506.2 3696.62 3399.83 2643.01 1801.98 934.355 465.003 290.29 423.352 891.046 1746.2 3206.18 5728.82 9149.57 12693.2 15472 16869.8 16830.9 16032.4 15207.1 13749.9 12243.8 11116.3 10393 10069.7 9101.34 7337.87 4990.63 2822.52 1347.84 480.119 154.272 30.1488 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 19.9347 128.254 466.498 1187.18 2385.12 3868.21 5480.22 7030.16 8818.04 10811.5 13277 15792.1 16800.3 15462.5 12171.6 8692.09 5285.31 3702.2 3211.63 3855.52 5609.47 8339.02 12281.9 18598.3 27050.2 35891.5 42760.5 46192.3 46038.2 44137.4 42211.9 38668.6 34915.2 32238.1 30873.2 30640.6 28681.1 24238.9 17696.3 11110.5 6283.54 2997.82 1420.35 573.119 171.003 43.2397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 38.2383 175.278 578.605 1530.01 3400.42 6469.59 10839.6 15618.8 19838.9 23045 26640 31116.4 37442 44402.8 47331.9 43871.4 35465.8 27104.4 19161.7 15700.6 14273.8 15398.9 19246.3 24978.2 32349.2 43127.8 57429.6 72730.8 84572 90456.6 90050.6 86945.2 83994.1 78247.3 71975.7 67860 66832.2 68181.6 66065.1 58152.8 44825.7 30337 19172.4 10904.6 6361.32 3412.3 1593.75 658.236 207.03 46.1488 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 25.5526 263.825 1000.79 2786.23 6235.63 11915 20129.4 30900 41745.2 49705.5 54213.7 59261.2 67231 80097.2 94442.5 99875 92664.6 77161.2 62855.3 49728.3 43929.8 40518.3 41355.6 47386.2 55902.6 65141.1 76863.7 92733.1 110892 125196 132422 131813 128521 125789 119624 112386 108125 109185 113812 113418 103230 83483.1 60668.2 42395.8 27818.8 18642.7 11666.6 6650.86 3503.07 1624.93 643.752 183.408 25.9174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 31.2068 242.123 1249.05 3945.05 9494.82 18666.2 31413.7 47219.5 65757.9 82787.6 92778.7 95754.3 99609.7 109956 129529 151130 157882 146853 127196 111555 98180.8 91667.3 85026.2 82927.6 88530.8 96611.4 103535 109916 120330 135283 148337 155746 155701 153638 152295 147727 141434 138008 141638 149395 151620 141360 119250 93322.8 72330.3 54549.9 41282 29172.3 19204.6 11941.2 6910.66 3566.41 1496.05 443.321 67.967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 37.3684 282.041 1276.37 4422.23 11491.2 23928.2 41680.7 62531.4 84077.1 106098 124488 133155 133668 136317 149196 174336 199642 204529 191736 175459 166065 158639 150749 137811 128787 130247 134064 135107 132254 133581 142174 152938 161079 162934 162608 162276 159323 154254 151166 155506 163693 166778 157463 137766 116253 99736.4 85474.3 72304.5 57353.3 43180.2 30849 20557.9 12189.1 6029.02 2283.99 594.962 104.198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 33.5989 285.15 1335.86 4518.18 12118.6 26654.6 48651.3 76083.5 103172 124758 141280 152481 156400 156235 161210 177807 206376 230889 231936 220603 213251 212906 212219 200183 179537 162562 158296 156638 151967 141899 136711 140424 150558 161217 166385 167228 165651 161700 155903 151846 154324 159921 161212 152789 138078 124951 116993 111223 103636 91324.6 77336.8 62106 46268.3 30725.7 17380.2 7937.12 2759.99 740.996 83.3058 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
13.8818 211.57 1605.69 5899.21 16025.2 33827.6 59291.5 89018.1 120179 146501 161067 165849 165056 164310 166717 176831 194529 220585 241066 242253 238598 241660 246879 247403 228282 200816 177790 167762 162314 155052 143022 135587 135972 145017 157568 166057 167848 163945 157596 150068 144785 144292 146235 145283 138847 130334 125370 125256 128009 128963 124260 115652 101592 82666.6 60600.4 39030.6 21575.9 10051.4 4092.25 1248.95 349.148 38.2149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
105.664 858.025 5223.26 16843.6 40723.1 75471.6 113449 144720 169666 187769 191610 184529 171965 167513 172068 185026 197121 212709 226859 233982 243360 255700 263164 262083 239369 209942 183566 166157 157188 149982 142185 138756 139767 147622 159398 168311 169678 163975 155971 147655 141785 138246 136113 132041 126504 122624 123341 128581 137161 145583 149079 147506 137459 119798 95927.2 69735.3 45211.6 25709 12903.1 5194.16 1848.25 378.791 53.157 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
391.263 2442.2 12754.3 37638.6 84157.5 143455 193312 215550 220158 221098 211559 196199 174732 166749 171258 184951 191052 196533 205156 218412 237391 252933 259158 256301 236532 211302 185016 160781 147986 141292 139489 142177 145348 150423 157248 162553 162468 157279 151264 145994 143257 141069 138865 133743 128242 125595 127494 134491 144200 154793 161264 163164 156894 144782 126332 103419 77475.6 51902.3 30653.5 15077.2 6542.45 2016.94 565.425 102.479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
