500 8.72292 18 101
500.5 9.19359 25 105
501 9.26168 25 105
501.5 9.70129 25 105
502 9.93119 25 105
502.5 10.1937 18 101
503 10.4331 25 105
503.5 10.3736 18 101
504 10.9086 25 105
504.5 11.3745 25 105
505 11.457 25 105
505.5 11.8087 25 105
506 11.5461 25 105
506.5 12.185 25 105
507 12.5382 18 101
507.5 13.4316 18 101
508 13.4391 18 101
508.5 14.3207 18 101
509 14.0352 18 101
509.5 13.6328 18 101
510 12.7967 18 101
510.5 12.4365 18 101
511 12.0907 18 101
511.5 11.3418 18 101
512 10.797 18 101
512.5 9.88624 18 101
513 8.69474 18 101
513.5 7.6735 25 105
514 6.72319 25 105
514.5 6.30246 25 105
515 5.05885 25 105
515.5 4.52244 53 12
516 5.37797 53 12
516.5 5.03172 53 12
517 5.34648 53 12
517.5 5.11 53 12
518 5.66125 53 12
518.5 5.74768 53 12
519 6.07621 53 12
519.5 5.95131 53 12
520 5.88713 53 12
520.5 5.99732 53 12
521 5.95666 53 12
521.5 5.75414 53 12
522 5.63475 53 12
522.5 5.46416 53 12
523 5.44915 53 12
523.5 5.48171 53 12
524 6.00197 53 12
524.5 6.12051 44 17
525 6.34147 53 12
525.5 6.29974 53 12
526 6.49765 53 12
526.5 6.89011 53 12
527 7.43832 53 12
527.5 7.49242 53 12
528 7.61649 53 12
528.5 7.89416 24 9
529 8.63187 24 9
529.5 8.73981 24 9
530 9.11809 24 9
530.5 10.0008 24 9
531 11.0888 24 9
531.5 11.4101 24 9
532 11.8423 24 9
532.5 12.7507 24 9
533 13.6421 24 9
533.5 13.9711 24 9
534 14.7413 24 9
534.5 15.1282 24 9
535 15.1256 24 9
535.5 15.4164 24 9
536 15.6834 24 9
536.5 16.7564 24 9
537 16.9799 24 9
537.5 17.3446 24 9
538 16.6647 24 9
538.5 16.8234 24 9
539 16.6456 24 9
539.5 16.7073 24 9
540 15.5199 24 9
540.5 15.1969 24 9
541 14.1015 24 9
541.5 12.5869 24 9
542 11.0881 24 9
542.5 10.7541 24 9
543 9.36032 24 9
543.5 8.02885 24 9
544 6.54438 24 9
544.5 5.38947 24 9
545 5.5886 10 70
545.5 5.27158 9 96
546 6.08581 10 70
546.5 6.20115 10 70
547 6.79687 10 70
547.5 7.03798 10 70
548 7.31369 10 70
548.5 7.60873 10 70
549 8.90625 9 70
549.5 9.47355 9 70
550 9.48712 9 70
550.5 9.49356 9 70
551 9.29276 9 70
551.5 9.60152 9 70
552 9.29453 9 70
