0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25.8788 142.691 432.879 941.232 1646.78 2505.22 3733.7 5612.68 7644.03 8934.65 9180.17 9043.28 9149.93 9617.89 10351.7 11030 11740.8 12032.2 12076.4 11659.4 10950.2 10384.2 9602.42 9318.34 9047.05 8828.25 8256.39 7896.59 7952.06 8410.42 8816.23 8587.73 7782.5 7016.48 6771.47 6920.54 7202.12 7200.88 7070.23 7142.41 7296.15 7418.02 7485.19 7464.12 7237.2 6887.66 6901.94 7669.88 8835 10018.3 10642.3 10897.8 10923.2 10923.7 10814.8 10273.9 9081.81 7875.99 6878.85 6346.28 6472.96 7005.9 7888.55 8755.47 8984 8397.42 7097.32 5407.55 3790.83 2597.16 1569.78 858.157 373.567 84.3637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.1123 76.7981 368.436 1234.28 2955.45 5507.47 8364.24 10915.3 13690.9 18059.4 23356 27517.9 29445.7 29703.8 29389.1 29354.1 30268.8 31580.4 33862.3 35176.5 35500.7 34216.7 31992.8 30238.1 28136.5 27426.9 26617.4 25860.5 24203.9 23237.5 23526.7 25105.8 26587.1 26185.4 24019.4 21878.8 21155.7 21540.3 22303.2 22172.2 21615.9 21552.6 21723.5 21922 22161.9 22259.6 21732.3 20748.4 20756.8 22915.9 26335.3 29740.9 31443 31959.9 31838 31612.9 31158.3 29657.2 26561.8 23614.2 21082.7 19629.2 19759.1 20996.9 23258 25650.2 26521.5 25457 22576.2 18491.8 14255 10684.1 7206.74 4348.26 2198.2 765.44 181.814 41.6529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.4551 91.2036 319.904 922.321 2331.71 5381.77 10639.9 17864.4 25243.4 30718.3 35125.8 42082.4 51641.5 60596.5 66396.5 67877.1 66092 63600.6 63387.1 64989 70080.1 73707.8 74822.6 72124.5 67300.5 63487.5 59543.8 58258.1 56456.6 54511.3 51015.2 49132.6 49981.2 53743.7 57432.7 57236.2 53262 49062.8 47462 48067.4 49457.1 48987.5 47525.1 46854.2 46669 46846.1 47560 48156.4 47327.2 45387.4 45400.7 49828.3 57098.4 64097.3 67197.7 67598.9 66885.1 66065.3 65151.7 62473.5 56936.3 51853 47158.2 44218.6 43975.7 45985.1 50063.8 54766.7 57025.9 56150.1 51969.8 45068.9 37146.9 29545.7 21551.4 14374.4 8910.56 5101.42 3101.65 1864.83 882.154 301.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 20.6958 97.396 357.178 986.701 2223.93 4521.16 8581.01 15865.7 27182.1 41878.8 55859.7 64676.6 69160.9 76278.3 88660.2 103447 116214 120344 115132 106162 101479 101341 109656 116731 119185 114736 106501 99837 94074.5 92439.6 89822.5 86720.3 81637.5 78992.9 80524.2 86978.4 93794.5 94837.6 89692.2 83487.7 80675.4 81148.6 83072.1 82150.4 79443.1 77429.9 76190.6 76156.7 77787.2 79525.8 78734.5 75952 75978.6 82760 94405.6 105060 108920 108259 106316 104322 102997 99645.9 92603.1 86388.1 80014.2 75566.3 74385.1 76472.2 81585.5 88220.9 92322.1 93116.7 89677.7 81837.3 71464.1 59970.1 46923.1 34190.6 24315.8 17148.3 12639.4 8678.41 4858.76 2096.16 439.865 99.7025 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 24.9364 190.401 762.737 2215.76 5058.43 9474.52 15675.4 24019.4 36277.6 53468 74762.6 94150.4 105147 108132 112449 124105 142624 162489 169451 159800 142072 130603 126421 136416 146408 150267 144510 133293 123746 116602 114925 112429 109218 104068 101242 103038 111324 121078 124583 119972 112601 108286 107853 109991 109107 105687 102162 99607.3 99553.7 102576 105912 105517 102530 102708 110931 125624 137954 140745 137939 134562 131375 130517 128047 121646 115648 108438 102861 100578 102048 106743 113746 119179 122294 121238 114886 105117 92945.5 78494.8 63247.2 51192.9 41880.5 34380 25387.4 15620.3 7722.12 2488.22 799.251 141.884 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 14.8966 73.8468 359.374 1287.58 3700.36 8615.54 16730.2 27389.3 39440 51935.2 66343.8 84334.6 106242 126522 138457 141223 142756 150499 167245 188710 195956 183655 160514 144347 135985 144317 154117 158385 152680 140965 130037 122144 120396 119205 117722 114567 111937 112630 120126 130469 136191 133402 126138 120703 119292 121782 122178 119472 115201 111726 111806 116117 120905 121226 118908 119286 127441 142584 154179 155081 151037 147617 144134 144335 143290 138222 132482 125076 119321 116890 117835 121097 126749 132022 136331 137125 132896 126063 117323 107174 95314.4 85911.5 77891.6 68869.2 54457.4 37032.1 21599.1 10481.5 5530.89 2687.21 1117.68 405.289 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 11.4534 191.565 743.415 2371.17 6004.53 13227.4 25455 43145.3 63151.2 80655.1 92938.3 101996 112410 127441 144483 157256 162853 163846 166117 175144 190448 194503 183303 161707 145882 135754 139621 145671 148915 145230 137104 127960 120251 117813 117925 118842 118501 115891 114317 118817 126812 132752 131491 125562 120400 119151 122321 124681 123739 119757 115902 115531 119960 125324 126669 125606 125929 132439 145240 154713 155102 152904 152047 149683 150252 149174 144019 137786 130872 126380 125278 126471 128469 132225 136154 140097 141058 137786 133798 129991 126801 121572 117357 112836 104998 88925.1 67292.6 45989 28787 18297.7 10390.9 4723.04 1717.8 47.2066 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 7.50268 147.555 1022.39 3401.96 8972.11 18927.6 34876 57702.3 86922 115600 134225 139465 135788 132890 137017 149000 162234 171711 173327 169993 168884 174454 174416 167275 151936 139667 130155 128984 129973 131260 131055 129740 125649 119478 115719 115626 117290 118725 116185 113269 115458 120246 124209 122931 118772 115276 115511 119441 123417 124383 121378 117484 115745 118999 124138 126509 126054 124931 127807 136157 144067 148174 153121 157698 155962 152899 148076 140804 135136 130335 128211 128459 129694 130686 132851 135512 138976 139915 137243 135085 134813 136869 136843 136108 133880 128614 116706 99110.3 79496.7 60713.5 44225 27681.2 13455.4 5051.77 350.179 37.2893 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 9.49614 90.36 716.757 3465.95 10226.9 23824.5 44589.6 71996.9 105099 142741 174747 187789 180224 160642 143902 137349 143663 155896 168820 173113 167831 159633 156763 153475 150896 143034 135914 128858 124609 121702 120970 123935 128756 129982 124960 119260 117241 117448 118903 117034 115541 118524 122019 123288 120404 117347 115856 117510 121000 124778 126699 125155 122215 119516 121426 125845 128402 126913 122740 121033 124952 133333 144971 160534 171185 167848 157109 145655 135027 131184 129159 129039 129528 129978 130244 131468 133357 136032 136401 133826 132180 133311 137669 140359 140783 138929 135830 131174 124131 114412 100799 80798.5 54087.9 27993.4 11082.1 1493.87 304.734 33.719 0 0 0 0 0 0 0 
0 0 0 0 0 8.0101 171.95 780.028 3165.42 10169.5 24735.4 49735.6 82909.1 119526 156649 194693 222550 225403 204002 171179 144749 131699 134215 145265 160600 168022 162916 150483 141069 134840 135596 134425 133308 130636 126397 121892 119985 125323 134614 140484 136712 129138 123888 120647 120494 119560 121060 126318 129576 128481 124622 123457 124531 126927 127882 128737 129186 128056 126326 123626 124982 128588 130748 127748 120674 115306 116162 125885 144056 167182 180751 174834 157755 141882 130086 129135 129740 130770 130664 129635 128604 128467 129597 132223 133418 132420 131151 131520 134564 136849 136981 134938 133294 134618 137629 139397 134392 115604 83225.5 48092.4 22298.2 6318.22 2106.41 387.616 38.876 0 0 0 0 0 0 
0 0 0 0 0 51.8762 698.768 3060.55 10039.9 25590.4 51923.2 88297.4 128171 163974 193838 222279 240278 233501 203653 166187 138194 125407 127389 137297 152429 161374 157418 144986 134229 127334 129248 130933 133633 134592 132959 129472 127955 133757 143788 151309 147723 139157 131447 125348 123640 123676 127555 134188 137148 134666 130991 131720 135052 137571 135774 132818 130116 127965 126954 125255 126786 129287 130538 126712 118743 112453 112623 123300 143470 166884 178176 169960 151404 135998 126206 127408 129284 130369 129753 127198 124508 122557 122618 125321 127699 128973 128598 128570 129921 131000 129951 127190 126078 130423 139187 148396 150856 137699 108800 73427.1 42095.9 18873.6 7831.5 1949.97 266.657 0 0 0 0 0 0 
0 0 0 0 28.3434 294.611 2258.65 8771.21 24715.7 53908.1 94067 136552 171735 194772 208475 221186 227302 214577 184543 152303 129631 121181 123674 131629 143787 151814 148609 138282 129083 123672 126774 130090 134531 137302 138196 137116 137545 142316 150105 156143 151961 143343 134418 126601 123971 124828 129797 136486 138973 136443 133991 135692 139639 141877 138901 134171 129361 126309 125506 124966 126495 127494 127635 124190 117764 113332 114905 125876 143586 160877 166155 156940 141842 131356 125821 127841 129531 129791 128330 124044 119366 116063 115878 119253 122494 125133 125792 126985 128747 129927 127986 124130 121618 124647 133461 144944 152905 149827 134321 108573 76028 43926.8 20982.8 6470.32 1318.6 160.397 0 0 0 0 0 
0 0 0 17.2525 204.694 1157.11 5724.14 19434.1 48822.7 96404.8 151724 194662 214748 216437 210343 205745 200943 184737 159381 137904 123931 121862 125748 132036 140122 145536 142397 134944 129153 126475 130613 133973 137157 138427 139307 139520 141534 144130 148427 151117 146165 138587 130358 123057 120987 122406 126976 132594 134687 133178 132044 133554 136707 139180 137570 134104 129725 127073 126203 125610 125929 125434 125151 123125 118963 116735 119884 130615 144374 153887 152856 143646 133334 128601 127424 130238 132277 131985 128863 121442 113745 109380 109959 115065 119838 123843 126409 130227 133306 134221 130524 124985 120301 120974 127413 138509 150904 159926 163019 152871 123108 81584.9 43229.6 15802.7 4068.33 720.78 32.3967 0 0 0 0 
0 0 0 110.532 819.916 3494.34 12508.1 35887.4 80232.6 145709 213605 253404 256209 237839 215620 196524 183261 164373 142887 130481 123260 126099 131921 138061 143447 145826 141105 134283 130700 130194 135601 138756 139699 138051 136797 136149 138040 138737 141256 142290 138053 132033 124687 117696 115800 116982 120671 125402 127843 127771 127369 127975 129827 133222 134655 134366 132378 131459 130865 129106 127098 125107 124726 124509 122348 121314 124504 133298 142025 144281 138780 131047 125945 126788 129866 134048 137030 136709 131888 121526 111282 106301 108242 115469 122239 127573 132017 137795 141119 140843 135442 129544 123659 122297 125045 133041 146182 163487 181977 187655 165891 121117 71256.7 31375.2 10528.3 2754.72 410.292 0 0 0 0 
0 0 75.7517 634.039 2904.04 9297.69 24979 57967.3 112326 185104 254223 286659 277667 250013 221232 193386 172969 151750 132927 126889 123707 128801 136505 145207 152211 153758 146279 136680 132484 132515 139515 143257 142995 139172 135189 131788 131379 130250 132637 134286 132435 128204 121442 114235 111910 112541 115453 119187 121490 121562 120440 119758 120819 126070 131923 136285 138379 140421 140542 136668 131645 128145 127101 127665 126052 124873 126848 133448 138926 138287 132199 126166 123607 126573 131446 136901 140966 141385 136241 125187 114422 109553 112599 121125 129542 136053 141568 147286 149228 147457 142404 139470 135035 132535 130684 133001 142058 160060 183774 199417 189580 152186 101270 53991.3 23151.2 7783.01 1863.8 151.141 0 0 0 
0 0 296.335 1908.53 7233.22 19758.2 44226.1 85014.6 141659 207883 263244 281684 265604 238964 213651 188172 167904 148416 132199 128667 126448 131053 139769 151629 162140 164753 154984 141449 134607 132949 140249 144794 145578 142646 138115 132470 128892 125412 127416 129846 130276 127666 121695 114668 111667 111269 113164 115615 117501 116986 114784 113554 114838 121453 130122 137598 143322 148463 149639 143938 136070 130932 128434 128747 127183 126083 126752 130761 132939 130826 126283 123135 122919 126144 130529 135353 139283 141193 138501 130816 122878 119432 122792 130424 138506 145140 150666 154639 154192 151347 149546 153706 154361 151067 142803 135950 135887 148474 169416 189842 193475 172130 130449 82384.3 42874.5 17066.6 5274.05 627.701 0 0 0 
0 21.6019 863.548 4482.62 14722.9 35550.8 69416.5 114710 167084 218706 252872 254107 231003 206021 185933 169386 156536 144728 134615 133270 131618 134094 141851 154158 165517 168351 157404 141848 133392 130097 136425 141445 144757 146152 144641 139224 132605 125673 125775 128118 130692 130397 126319 120266 116047 113505 113319 114026 115385 114151 111204 109799 111733 118903 129015 137956 145136 151245 152565 146350 137801 132081 127839 126836 125022 124678 125314 127865 128177 126201 124118 123362 124090 126167 128833 132313 135436 138481 139215 136806 133245 131333 133861 138528 144173 149322 153418 154688 152542 150830 155428 169019 176455 172580 158016 141890 132117 138253 154278 177664 194611 191514 162619 116471 69358.9 31040.4 11430.8 1934.78 49.3223 0 0 
0 104.652 1860.76 8325.42 24735.5 54533.6 95943.6 141219 184012 218622 233650 222467 194639 169552 152747 145525 143993 143018 140853 141553 140108 139051 142983 150389 156814 157249 147038 134057 127509 125005 129724 134312 139354 145526 148997 146657 138976 128618 124764 124425 127675 130127 129880 126945 122446 117550 114733 113968 115490 114439 111482 109972 112375 119139 128874 136943 142480 146852 147317 142051 135215 130087 124699 122405 120792 121932 124206 127184 127731 126813 126131 125454 124802 124849 125607 128290 131213 134822 137584 138393 137607 136444 138029 139756 142313 145106 147454 147299 145899 147263 157638 177519 189277 185298 168614 148940 134648 136376 147401 171622 198733 210167 191999 148118 95727.5 46651.1 19414.5 4426.44 286.52 0 0 
15.9115 375.946 3353.45 12982.9 35159 71919.6 117116 158749 189926 208132 208374 191062 164477 143019 131431 132850 141636 149594 152619 153323 150109 143744 141319 140875 140671 139191 132225 124717 121501 120963 124365 128219 133160 141324 147728 148428 141820 130368 123233 119479 121873 126316 130525 132258 129420 123301 118200 116066 117318 116851 114897 114102 117015 122159 128835 133163 134597 135993 135944 133069 129657 126114 120647 117642 116584 118719 122694 126736 128849 129595 129503 127682 125085 124007 123813 126159 128770 131308 133217 133921 133605 132759 134124 134285 134258 134866 136558 137911 140313 145331 157641 176890 187254 182886 168837 153267 142641 145189 154010 175453 203303 217755 204394 163964 113286 61361.3 29626.6 9834.77 1947.08 411.108 0 
74.0336 984.733 5550.15 18823.9 46280.2 88148.4 134539 171434 192238 198358 191583 174304 152041 133290 124570 129472 143809 156581 161605 161379 156829 147691 141189 135175 130705 128370 124195 120311 118369 118088 119971 122899 126731 134243 140619 142922 138871 129671 121835 115923 116467 121251 128786 134901 135270 129946 123845 120505 120236 119709 119028 119679 123495 126845 129240 128555 125253 123587 123393 123286 123698 122278 117863 114925 114314 116441 121190 125980 129740 132219 132632 130048 126518 125446 124884 126481 127823 128149 127810 127164 126873 127040 129213 129064 127004 125705 127398 132198 140347 149223 160501 174548 179833 174561 165585 158360 155819 161721 169169 182825 201097 207110 193764 160144 119745 75173.9 43203.9 19353.6 6104.36 1565.56 0 
