0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0.648796 0 8.43434 0 0 0 0 0 0.216265 0.216265 1.29759 0.216265 0.648796 0.216265 0.216265 0.865061 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0.43253 1.08133 3 8.43434 39 0 0 0.648796 0 0.216265 2.08133 2.29759 6.21627 1.6488 3.21627 1.21627 1.86506 4 1.94639 0.216265 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1.51386 0 0.43253 2.86506 2 0.216265 0.865061 0 0.865061 0.648796 3 0 1.08133 4 0.865061 0 0 0.43253 0 0 1.94639 9.21627 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 1.51386 7.86506 0 0.43253 2 0.216265 3.16265 4 0.865061 4 0 0 0.216265 1.43253 0.865061 4 0.216265 0.648796 2.21627 0 0 0 0.43253 0 0 1.94639 0 0 0 0 0 0 
0 0 0 0 0 1.08133 4 0.216265 0 0 1.29759 6 0.216265 0 0 0 0.216265 0.648796 2 0 1.08133 1.6488 1.21627 1 0 0 0.43253 2 0 1.94639 9 0 0 0 0 0 0 
0 0 0 0 0.216265 1 0.216265 1.43253 0 0 0 0.216265 1.21627 0 0 0.43253 1.43253 1 0 0.865061 4.43253 2 0 0 0.216265 0 0 0 0.865061 0 0 0.43253 0 0 0 0 0 
0 0 0 0 0.43253 0 0.43253 2.6488 0 0 0 0.43253 1.86506 0 0.216265 1.21627 1 0 0.865061 0 0 0.43253 0 0.216265 1 0 0 0.865061 4 0 0.43253 2 0 0 0 0 0 
0 0 0 0.43253 2 0.216265 0.648796 3.21627 0 0 0.216265 1.86506 4 0.216265 0.216265 0.865061 0 1.29759 5.29759 0 1.08133 2 0 0 0 0 0 0 0 0.216265 0 0.216265 0 0 0 0 0 
0 0 0 0 0.216265 2.94639 0.43253 1 1.29759 0.216265 0 0 1.94639 1.21627 1.86506 4 0.43253 3.51386 6 0.648796 3 0 0 0 0 0 0 0 0.216265 1 0.216265 4.24398 0 0 0 0 0 
0 0 0 0 2.16265 9.21627 2.29759 1.29759 6.21627 1 0 1.73012 8 0 0 0 0.216265 1 0.216265 0 0 0.216265 0 0 0.216265 0.865061 0 0 0 0 5.19036 15 0.865061 0 0 0 0 
0 0 0 0.648796 1 1.29759 6 0 3.46024 0 0 0 0 0.216265 0.865061 0 0 0.216265 1 0 0.216265 1 0 0.216265 1.86506 4 0 0 0 2.16265 9 0.865061 4 0 0 0 0 
0 0 0.43253 2 0 0 0 3.46024 16 0 1.73012 0 0.216265 1.86506 4.43253 0 1.08133 0 0 0.216265 0 0 0 0 0 0 0 0 0.216265 1 0 0 0.865061 0 0 0 0 
0 0 0 0 0 1.29759 0 0 0.43253 1.73012 8 0.216265 0 0.43253 2 1.08133 5 0.865061 0.216265 1 0 0 0 0 0 0.43253 0 0.43253 0 0 0 0.865061 4 0 0 0 0 
0 0 0 0 1.29759 6.6488 0 0.648796 2 0 0.216265 1 0 0 0 0 0.865061 4 0.43253 0 0 0 0 0 0.43253 2 0.43253 2 0 0 0 0 0 0 0 0 0 
0 0 0 0 1.08133 3.21627 3.67651 1 0.216265 0 0 0 0 0 0 0.43253 0 0.43253 2 0 0 0 0 0.216265 0 0 0 0 0 0 0 1.94639 0 0 0 0 0 
0 0 0 0.43253 2.6488 4.46024 16 0.43253 1 0 0 0 0.43253 0 0.43253 3.29759 0 0 0 0 2.37892 0.216265 0.216265 1 0 0 0.216265 0.865061 0 0 1.94639 9.43253 0 0 0 0 0 
0 0 0 0.43253 2 0 0.43253 1 0 0 0.648796 0.43253 2 0 1.29759 6 0 0 0 2.37892 11.4325 2.08133 0 0 0 0.648796 1.86506 4 0 0 0.43253 2 0 0 0 0 0 
0 0 0 0 0 0.216265 3.16265 0.43253 0.43253 0.648796 3 0 0.43253 0 0.648796 0 0 1.51386 0 0.216265 2.08133 5 0 0 0.43253 2 0 0 0 0.216265 0 0 0 0 0 0 0 
0 0 0 0 0 2.16265 10.4325 2.6488 2 0 0 0.43253 2 0.648796 3 0.43253 1.51386 7 0 0 0.216265 0 0 0 0 0 0 0 0.43253 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0.216265 1 0 0 0 0 0.648796 0 0.43253 4.16265 0.216265 1.29759 0 0.43253 1 0 0.865061 0.43253 0 0 0.648796 0.216265 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0.648796 3 0 2.16265 10.2163 2.29759 6 0.216265 1 0 0.865061 4.43253 2 0 0.648796 3 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
