0 0 0 0 0 0.00256762 0.0137786 0.0522326 0.141925 0.302793 0.529893 0.779492 0.994338 1.14144 1.22527 1.25121 1.24376 1.21808 1.18445 1.15427 1.12909 1.10675 1.08691 1.06924 1.05343 1.03925 1.02653 1.01507 1.00476 0.995469 0.987095 0.979538 0.972725 0.966593 0.9611 0.956192 0.951831 0.947982 0.944635 0.941761 0.939361 0.937405 0.935889 0.934806 0.934156 0.933923 0.934107 0.934711 0.935733 0.9372 0.939115 0.94147 0.944262 0.947512 0.951233 0.955438 0.960158 0.965432 0.971313 0.977846 0.985087 0.993096 1.00196 1.01177 1.02264 1.0347 1.04811 1.06306 1.07978 1.09856 1.11975 1.14419 1.17231 1.2017 1.22575 1.23 1.19568 1.11085 0.963131 0.750738 0.505256 0.283968 0.125476 0.0391134 0.00923923 0 0 0 0 0 0 
0 0 0 0.00189617 0.0117576 0.0486226 0.143685 0.348274 0.703857 1.22366 1.86355 2.50598 3.02642 3.36759 3.55391 3.60221 3.57041 3.49455 3.40063 3.31694 3.24692 3.18482 3.12965 3.08048 3.03653 2.99711 2.96173 2.92989 2.90121 2.87535 2.85205 2.83102 2.81206 2.795 2.77972 2.76606 2.75392 2.74322 2.7339 2.72591 2.71923 2.71379 2.70958 2.70657 2.70477 2.70412 2.70463 2.7063 2.70913 2.71321 2.71854 2.72508 2.73284 2.74188 2.75223 2.76393 2.77706 2.79173 2.80808 2.82625 2.8464 2.86868 2.89334 2.92062 2.95085 2.9844 3.02169 3.06325 3.10976 3.16201 3.22093 3.28883 3.36705 3.44998 3.52135 3.54548 3.47653 3.28579 2.93982 2.42054 1.78281 1.15221 0.634468 0.28768 0.109935 0.0280623 0.00498543 0 0 0 0 
0 0 0.00207467 0.0199326 0.0854723 0.26653 0.642533 1.28854 2.22094 3.38877 4.65455 5.80014 6.65754 7.1785 7.43936 7.47897 7.38929 7.22774 7.0398 6.87365 6.73416 6.61044 6.50049 6.40252 6.31493 6.2364 6.16591 6.10248 6.04533 5.99376 5.94727 5.90533 5.86754 5.83353 5.80305 5.77582 5.75162 5.73026 5.71169 5.69574 5.68242 5.67159 5.66321 5.65724 5.65366 5.65237 5.65336 5.65665 5.66229 5.67041 5.68102 5.69406 5.70952 5.72752 5.74814 5.77146 5.79765 5.82689 5.85949 5.8957 5.93587 5.9803 6.02947 6.08385 6.14409 6.21091 6.28522 6.36806 6.46077 6.56491 6.68234 6.81746 6.97334 7.14131 7.29404 7.37127 7.29664 7.02321 6.48652 5.62424 4.4741 3.21336 2.04177 1.12452 0.534537 0.198187 0.0568663 0.00749364 0 0 0 
0 0.0020523 0.0207919 0.108515 0.366141 0.946952 1.966 3.43183 5.2132 7.1026 8.85379 10.225 11.1242 11.5926 11.7743 11.7274 11.545 11.2864 11.0064 10.761 10.5537 10.3699 10.2064 10.0607 9.93054 9.81385 9.70914 9.61492 9.52997 9.45325 9.38404 9.32158 9.26534 9.21474 9.1694 9.12889 9.09291 9.06114 9.03349 9.00974 8.98988 8.97377 8.96134 8.95254 8.94729 8.94537 8.94679 8.9516 8.95992 8.97197 8.98774 9.00714 9.03013 9.05691 9.08756 9.12222 9.16115 9.20464 9.25312 9.30701 9.36679 9.43291 9.50607 9.58692 9.67643 9.77572 9.88617 10.0093 10.1472 10.3021 10.4766 10.677 10.9084 11.1625 11.4084 11.5771 11.5837 11.3794 10.88 9.95835 8.55118 6.77211 4.85387 3.08696 1.70851 0.773378 0.276524 0.0615632 0.00529698 0 0 
0 0.0131467 0.0919319 0.378975 1.09699 2.47378 4.53906 7.03879 9.55661 11.73 13.3517 14.3439 14.8248 14.9507 14.8893 14.6925 14.4128 14.0864 13.7589 13.4737 13.2306 13.0149 12.8231 12.652 12.4992 12.3623 12.2395 12.1291 12.0294 11.9392 11.8578 11.7843 11.7181 11.6587 11.6054 11.5579 11.5156 11.4783 11.4458 11.4178 11.3943 11.3754 11.3608 11.3506 11.3446 11.3424 11.344 11.3495 11.3591 11.3732 11.3917 11.4145 11.4416 11.4731 11.5091 11.5497 11.5954 11.6464 11.7034 11.7668 11.8372 11.915 12.001 12.0959 12.2008 12.3173 12.4469 12.5915 12.7535 12.9353 13.1401 13.3746 13.645 13.9476 14.2596 14.5288 14.6942 14.7303 14.5671 14.0454 12.9682 11.2557 9.00094 6.47912 4.07763 2.13588 0.890068 0.253755 0.0374562 0 0 
0.0033284 0.0567874 0.297551 1.01779 2.56763 5.11073 8.34515 11.5871 14.1915 15.8625 16.6899 16.8918 16.7658 16.4888 16.1755 15.8453 15.5023 15.1551 14.829 14.5453 14.3004 14.083 13.8896 13.7171 13.5629 13.425 13.3015 13.1903 13.0898 12.9988 12.9163 12.8419 12.775 12.7149 12.6612 12.6133 12.5708 12.5331 12.5001 12.4717 12.4478 12.4286 12.414 12.4039 12.3981 12.3959 12.3974 12.4027 12.4122 12.4263 12.4451 12.4682 12.4957 12.5275 12.5638 12.6047 12.6507 12.7022 12.7598 12.824 12.8953 12.974 13.0609 13.1566 13.2623 13.3795 13.5101 13.656 13.8194 14.0028 14.2093 14.4446 14.715 15.0218 15.3556 15.6914 16.0049 16.3011 16.5523 16.6404 16.3247 15.3458 13.5278 10.8788 7.70218 4.58867 2.20004 0.768519 0.164263 0.0120748 0 
0.0183699 0.174901 0.747588 2.20402 4.91147 8.6958 12.7033 15.9142 17.7894 18.4066 18.274 17.7988 17.2663 16.7615 16.3172 15.9223 15.5584 15.2197 14.9145 14.6477 14.4144 14.2071 14.0227 13.8582 13.7113 13.58 13.4624 13.3565 13.2606 13.1735 13.0946 13.0233 12.9592 12.9019 12.8507 12.8051 12.7646 12.7285 12.6968 12.6694 12.6465 12.6281 12.6142 12.6047 12.5992 12.5972 12.5986 12.6035 12.6124 12.6258 12.6437 12.6659 12.6923 12.7229 12.7576 12.7966 12.8404 12.8896 12.9447 13.0062 13.0744 13.1498 13.2329 13.3244 13.4251 13.5367 13.6611 13.8001 13.956 14.1309 14.3279 14.5513 14.8064 15.0976 15.4244 15.782 16.1692 16.6075 17.1062 17.6272 18.0117 17.9788 17.1567 15.1768 11.9546 8.0132 4.37677 1.81448 0.504247 0.0666423 0 
0.071963 0.444569 1.57386 4.03742 7.98112 12.6363 16.6431 19.0338 19.7409 19.3178 18.5235 17.7002 16.9908 16.393 15.8953 15.4774 15.1143 14.7939 14.5127 14.2655 14.0471 13.8531 13.6804 13.5265 13.3892 13.2664 13.1563 13.057 12.9669 12.885 12.8107 12.7436 12.6835 12.6297 12.5819 12.5392 12.5011 12.4671 12.4371 12.4113 12.3898 12.3725 12.3593 12.3503 12.3451 12.3432 12.3446 12.3493 12.3578 12.3703 12.3869 12.4077 12.4327 12.4616 12.4944 12.5312 12.5723 12.6183 12.67 12.7277 12.7919 12.8628 12.941 13.027 13.1216 13.226 13.3423 13.4724 13.6182 13.7821 13.9667 14.1752 14.4122 14.683 14.9932 15.3499 15.7647 16.2614 16.8638 17.5865 18.3746 19.0496 19.2421 18.3701 15.8897 11.8798 7.34412 3.55387 1.23316 0.246469 0 
0.201535 0.941961 2.85611 6.46125 11.4024 16.26 19.5218 20.701 20.3048 19.2436 18.2417 17.425 16.7803 16.2485 15.7939 15.3956 15.0432 14.7314 14.4556 14.2116 13.9953 13.8033 13.6325 13.4803 13.3445 13.2231 13.1139 13.0152 12.9254 12.8439 12.7701 12.7036 12.644 12.5909 12.5435 12.5012 12.4633 12.4294 12.3995 12.3738 12.3526 12.3355 12.3224 12.3131 12.3076 12.3057 12.3073 12.3123 12.3209 12.3333 12.3496 12.3701 12.3949 12.4238 12.4567 12.4934 12.5343 12.58 12.631 12.6882 12.7518 12.8222 12.9 12.9856 13.0797 13.1833 13.2984 13.427 13.5712 13.7335 13.9162 14.1226 14.3564 14.6219 14.9241 15.2679 15.6605 16.1163 16.6569 17.3221 18.1502 19.113 19.9762 20.1665 18.8675 15.562 10.7806 5.97076 2.47329 0.657338 0 
0.442903 1.71299 4.58392 9.27787 14.7518 19.1381 21.2396 21.2617 20.1642 18.9666 18.0628 17.3563 16.7715 16.26 15.8086 15.4096 15.0568 14.7451 14.4694 14.2255 14.0094 13.8176 13.6472 13.4953 13.3598 13.2384 13.1289 13.0296 12.9393 12.8574 12.7835 12.717 12.6576 12.6046 12.5572 12.5147 12.4765 12.4424 12.4124 12.3868 12.3657 12.3488 12.3356 12.326 12.3201 12.318 12.3198 12.3253 12.3343 12.3467 12.3628 12.383 12.4077 12.4368 12.4699 12.507 12.5482 12.5939 12.6449 12.7019 12.7654 12.836 12.9141 13.0001 13.0947 13.1987 13.3139 13.4422 13.5862 13.7481 13.9306 14.1369 14.3707 14.6363 14.9384 15.2827 15.6751 16.1239 16.6389 17.2431 17.983 18.9201 20.0167 20.8933 20.7422 18.5926 14.2392 8.84461 4.21084 1.37585 0 
