0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500087 0.305138 1.05695 2.66226 5.17992 8.44852 12.3309 17.2958 23.828 31.301 37.9006 42.0466 43.7373 43.5981 42.7889 41.3263 38.6182 33.8871 27.1864 19.8206 13.4171 8.5891 5.06973 2.67784 1.04197 0.251628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0.0506374 0.395884 1.48848 3.97769 8.0896 13.1101 17.6974 20.8285 22.257 22.329 21.8339 21.1021 20.3221 19.4047 18.1803 16.6072 14.9746 13.9318 14.3359 17.0669 22.8879 31.479 41.9525 53.4808 66.7917 82.9158 100.491 115.62 124.836 128.349 127.609 125.345 121.556 114.879 103.431 87.1936 68.9619 52.3097 38.5287 27.0333 17.6887 10.0295 4.86898 1.90736 0.625639 0.0978262 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0.0574608 0.489401 2.0796 6.42732 15.2239 29.3411 47.4172 65.9841 81.0971 90.3891 94.0189 93.4085 91.0349 87.9748 84.8737 81.3846 76.9066 71.251 65.3764 61.3327 61.5471 68.0274 82.1853 102.719 126.921 151.89 177.491 204.886 232.284 254.738 267.577 271.737 269.425 264.888 258.021 246.773 228.074 201.475 170.522 140.055 111.785 85.2099 61.2275 40.1351 24.0377 12.7911 6.03964 2.20998 0.611387 0.0962114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0.0219361 0.397144 1.96055 6.72748 17.5727 37.692 68.7476 110.104 157.066 201.551 236.082 256.318 263.233 260.384 253.461 245.019 236.639 227.418 215.858 201.445 186.499 175.713 174.022 184.377 207.852 240.837 278.198 314.551 347.755 378.317 404.891 424.529 433.914 435.131 430.239 423.455 414.457 401.365 380.856 351.719 316.033 277.321 236.629 193.717 150.825 109.718 74.4828 46.3661 26.4495 13.1592 5.69477 2.00377 0.512397 0.0646152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0.0285857 0.617263 3.59235 12.675 33.7731 71.9226 129.082 202.838 287.257 371.447 443.322 494.666 521.722 527.92 519.486 504.956 488.348 472.293 455.142 434.326 408.846 382.484 362.669 356.472 366.473 391.68 425.551 462.004 495.415 522.282 542.229 554.675 560.537 559.747 555.179 547.706 539.721 530.681 519.786 504.765 483.885 456.382 422.595 382.151 334.499 281.44 224.757 169.363 118.722 77.1938 45.5648 24.1864 11.1317 4.21206 1.17223 0.198628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0.0299737 0.680457 4.45045 17.5963 49.9259 111.621 205.006 321.665 447.036 566.276 665.598 736.656 779.332 795.571 791.49 774.259 751.568 727.448 704.831 681.586 654.684 622.743 589.864 564.095 552.5 555.985 571.123 590.022 608.381 623.514 632.773 635.538 631.319 623.151 613.167 603.954 595.161 587.151 579.337 571.978 564.247 554.645 540.811 521.021 494.113 458.632 413.865 359.131 297.2 231.758 169.322 114.292 70.177 38.2542 17.8002 6.64473 1.84482 0.264759 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.0242836 0.704488 4.76483 20.1172 61.0488 143.907 276.077 444.225 617.578 766.209 874.364 938.326 965.749 969.525 958.234 937.355 911.749 884.282 857.159 832.495 808.298 782.096 752.506 722.395 697.594 682.904 677.696 677.964 677.333 674.461 670.05 663.376 654.1 641.32 627.422 614.469 604.038 595.339 587.824 581.057 575.645 571.618 568.182 563.409 555.751 544.441 527.701 502.95 466.995 418.784 358.832 291.261 220.945 153.798 96.3626 52.7691 24.4503 9.28288 2.62634 0.551026 0.0619547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.512522 4.35168 19.957 64.8583 161.417 323.62 538.594 763.196 945.241 1055.54 1096.94 1088.94 1056.71 1017.96 981.589 948.315 918.95 891.562 866.15 843.551 822.355 801.131 778.852 756.67 737.272 722.748 712.036 702.427 690.469 676.564 662.525 648.459 634.032 618.498 603.463 590.541 580.452 572.417 565.539 559.578 555.162 552.739 552.022 551.665 550.521 548.36 544.271 536.349 521.599 496.89 459.247 407.455 341.989 266.452 189.163 119.464 65.799 31.015 11.9964 3.806 0.872507 0.0943909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.200851 2.9953 16.8086 60.6221 162.724 343.671 593.513 861.148 1077.84 1196.33 1216.8 1173.35 1103.53 1034.72 976.381 931.428 895.893 867.707 843.28 821.45 802.158 784.559 768 751.866 736.258 721.759 708.667 695.937 682.013 665.587 647.908 631.256 616.797 604.744 594.177 584.588 575.886 568.07 560.917 554.27 548.065 542.423 537.463 533.339 530.271 528.704 529.067 530.727 532.157 531.11 525.069 510.832 484.265 441.094 378.903 301.096 216.745 139.142 78.5733 38.1721 15.8977 5.35696 1.35107 0.221153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.23573 10.8877 47.7903 144.303 331.576 606.188 911.943 1163.11 1297 1306.27 1233.65 1132.31 1035.88 958.259 898.456 854.634 821.815 796.906 776.256 758.29 742.413 728.203 715.506 704.02 693.242 682.615 671.736 660.363 648.585 636.635 625.006 614.166 604.234 595.055 586.392 578.157 570.378 563.078 556.215 549.712 543.556 537.778 532.419 527.503 523.037 519.164 516.263 514.773 515.147 517.263 519.812 520.26 514.417 496.673 460.72 402.969 325.85 239.607 157.976 91.8253 46.6214 19.9472 6.91695 1.80226 0.225291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
