0 0 0 0.0118327 0.0680563 0.251122 0.666149 1.38236 2.33994 3.33508 4.13004 4.58759 4.74324 4.69322 4.57086 4.43298 4.30627 4.19547 4.09787 4.01108 3.93319 3.86264 3.79823 3.73905 3.68435 3.63356 3.58623 3.54204 3.50074 3.46212 3.426 3.39226 3.36081 3.33157 3.30448 3.27949 3.25657 3.23571 3.21688 3.20005 3.18522 3.1724 3.16158 3.15279 3.14602 3.14125 3.13849 3.13775 3.13906 3.14241 3.14782 3.1553 3.16489 3.17662 3.19049 3.20652 3.2247 3.24504 3.26758 3.29237 3.31944 3.34882 3.38051 3.41454 3.45095 3.48982 3.5312 3.57516 3.62181 3.67128 3.72379 3.77961 3.83912 3.90284 3.97141 4.04571 4.12691 4.21654 4.31659 4.42946 4.55578 4.68783 4.79843 4.81578 4.63681 4.15159 3.33563 2.31737 1.341 0.616112 0.202712 0.0438395 0 0 0 0 
0 0.00142282 0.0228285 0.134961 0.48688 1.32665 2.8547 5.07407 7.68567 10.1682 12.0171 13.0128 13.2955 13.1066 12.7559 12.376 12.0304 11.7287 11.4629 11.2265 11.0143 10.8222 10.6467 10.4855 10.3365 10.1982 10.0693 9.94894 9.83646 9.73128 9.6329 9.54099 9.45531 9.37567 9.3019 9.23385 9.17143 9.1146 9.06332 9.0175 8.97711 8.94217 8.9127 8.88873 8.87027 8.85728 8.84978 8.84778 8.85134 8.86045 8.87517 8.89553 8.92163 8.95356 8.99134 9.03498 9.08448 9.13988 9.20124 9.26874 9.34247 9.42247 9.50875 9.60142 9.70059 9.80643 9.91912 10.0388 10.1658 10.3005 10.4435 10.5955 10.7576 10.9311 11.1179 11.3203 11.5414 11.7855 12.058 12.3655 12.7108 13.077 13.4011 13.5149 13.1728 12.0988 10.1824 7.63955 4.97616 2.72691 1.1922 0.400519 0.0784202 0.00521711 0 0 
0 0.0240139 0.165817 0.677669 1.96615 4.47922 8.34111 13.165 18.1378 22.3452 25.1771 26.5144 26.7264 26.2355 25.515 24.7692 24.0987 23.5145 22.9996 22.5418 22.1308 21.7585 21.4186 21.1063 20.8177 20.5497 20.3 20.0669 19.8491 19.6454 19.4548 19.2768 19.1108 18.9566 18.8137 18.6819 18.561 18.4509 18.3516 18.2629 18.1846 18.1169 18.0598 18.0133 17.9775 17.9524 17.9378 17.934 17.9409 17.9585 17.987 18.0264 18.0769 18.1387 18.2119 18.2964 18.3922 18.4995 18.6183 18.749 18.8918 19.0467 19.2137 19.3932 19.5853 19.7902 20.0084 20.2402 20.4861 20.747 21.0238 21.3182 21.6321 21.9682 22.3299 22.7219 23.1502 23.623 24.1506 24.7464 25.4183 26.1429 26.8246 27.203 26.8846 25.3912 22.4194 18.0843 13.0112 8.11616 4.21609 1.75336 0.512645 0.0885918 0 0 
0.015071 0.153243 0.720722 2.32948 5.7128 11.2567 18.4612 26.0494 32.6072 37.217 39.7395 40.5361 40.2288 39.2995 38.1967 37.1154 36.1581 35.3263 34.593 33.9407 33.3552 32.8248 32.3405 31.8956 31.4843 31.1024 30.7467 30.4147 30.1044 29.8143 29.5428 29.2892 29.0527 28.8329 28.6295 28.4417 28.2695 28.1127 27.9712 27.8447 27.7333 27.6368 27.5554 27.4891 27.438 27.4022 27.3815 27.376 27.3858 27.4109 27.4514 27.5074 27.5793 27.6673 27.7714 27.8917 28.0282 28.1809 28.3501 28.5362 28.7395 28.9601 29.198 29.4535 29.7271 30.019 30.3296 30.6596 31.0097 31.3811 31.7754 32.1947 32.6418 33.1204 33.6356 34.1939 34.804 35.4773 36.2287 37.0777 38.0405 39.1013 40.1722 41.0002 41.183 40.1739 37.4314 32.6137 25.9033 18.1936 10.8883 5.33505 1.98518 0.502669 0.0555499 0 
0.0885166 0.57903 2.20019 6.04016 12.8823 22.2817 32.3764 40.9298 46.5449 49.1682 49.7082 49.1055 47.9916 46.6727 45.3606 44.1469 43.0913 42.1772 41.3708 40.6533 40.0091 39.4256 38.8928 38.4032 37.9506 37.5304 37.139 36.7737 36.4325 36.1135 35.8149 35.5358 35.2756 35.0339 34.8101 34.6036 34.4142 34.2417 34.0859 33.9468 33.8241 33.7179 33.6283 33.5553 33.499 33.4595 33.4368 33.4308 33.4415 33.469 33.5134 33.5749 33.6538 33.7504 33.8648 33.9971 34.1471 34.315 34.501 34.7056 34.929 35.1714 35.4329 35.7139 36.0146 36.3355 36.677 37.0396 37.4244 37.8327 38.2662 38.7272 39.2189 39.7452 40.3118 40.9257 41.5966 42.3371 43.163 44.0971 45.1632 46.3668 47.674 48.9552 49.988 50.4094 49.6144 46.7029 40.8822 32.1775 21.9139 12.3935 5.50951 1.76018 0.313982 0 
0.338885 1.65834 5.29258 12.6067 23.615 36.0913 46.6952 53.1777 55.3213 54.5884 52.7699 50.8678 49.1792 47.7058 46.4123 45.2756 44.3032 43.4637 42.7225 42.0627 41.4702 40.9335 40.4435 39.9931 39.5767 39.1899 38.8297 38.4937 38.1799 37.8866 37.6121 37.3554 37.1161 36.8938 36.6879 36.4981 36.3239 36.1652 36.0218 35.8937 35.7808 35.6831 35.6006 35.5333 35.4815 35.4451 35.4242 35.4186 35.4284 35.4535 35.4942 35.5506 35.623 35.7116 35.8166 35.9381 36.0759 36.2302 36.4011 36.5891 36.7943 37.017 37.2572 37.5154 37.7917 38.0865 38.4001 38.7332 39.0866 39.4618 39.8602 40.284 40.7358 41.2196 41.7403 42.3046 42.9213 43.602 44.3608 45.2194 46.2052 47.3438 48.6589 50.1578 51.8466 53.6833 55.3135 55.7076 53.2739 46.637 35.8372 23.1478 11.9842 4.63523 1.13357 0 
0.931014 3.74881 10.4204 21.9309 36.4353 49.5845 57.6363 59.8442 57.8968 54.5369 51.4664 49.1065 47.3369 45.9451 44.7987 43.8204 42.9906 42.2746 41.6419 41.0785 40.5724 40.114 39.6954 39.3107 38.9548 38.6242 38.3163 38.0292 37.7613 37.5108 37.2764 37.0572 36.8527 36.6628 36.4869 36.3247 36.176 36.0403 35.9177 35.8082 35.7117 35.6281 35.5576 35.5001 35.4557 35.4245 35.4065 35.4016 35.4098 35.4313 35.4659 35.514 35.5757 35.6511 35.7405 35.844 35.9615 36.0932 36.2391 36.3994 36.5744 36.7643 36.9692 37.1894 37.425 37.6765 37.9439 38.228 38.5294 38.8495 39.1895 39.5512 39.9369 40.3496 40.7939 41.2754 41.8018 42.3828 43.0302 43.7625 44.6054 45.5912 46.7695 48.2088 50.0391 52.4504 55.4887 58.5676 60.0846 57.697 49.481 36.0998 21.3528 9.66293 2.96534 0 
2.00592 7.009 17.4063 32.8434 48.9235 59.9468 63.4937 61.114 56.1612 51.649 48.3424 46.0365 44.4124 43.1945 42.2294 41.4195 40.7344 40.1417 39.6173 39.1502 38.7305 38.3503 38.0033 37.6843 37.3891 37.1148 36.8594 36.6213 36.3992 36.1915 35.9971 35.8154 35.6458 35.4882 35.3423 35.2077 35.0843 34.9718 34.87 34.7792 34.6991 34.6298 34.5713 34.5235 34.4865 34.4605 34.4453 34.4411 34.4478 34.4656 34.4943 34.5342 34.5851 34.6475 34.7213 34.8069 34.9041 35.013 35.1338 35.2665 35.4113 35.5685 35.7381 35.9204 36.1154 36.3236 36.545 36.7801 37.0296 37.2946 37.5763 37.876 38.1954 38.5372 38.905 39.3038 39.7399 40.2212 40.7573 41.3628 42.0596 42.8786 43.8768 45.1431 46.8467 49.2596 52.689 57.126 61.5506 63.6114 59.9627 48.7416 32.3941 16.692 6.08944 0 
3.53351 11.1682 25.3659 43.6012 59.0266 66.0673 64.9314 59.1547 53.2373 49.2366 46.6811 44.9432 43.6574 42.6121 41.7548 41.0221 40.3965 39.852 39.3701 38.9406 38.5546 38.205 37.886 37.5926 37.3212 37.069 36.8341 36.6152 36.4109 36.2199 36.0411 35.8741 35.7182 35.5731 35.4388 35.3149 35.2012 35.0977 35.0042 34.9207 34.8471 34.7834 34.7296 34.6856 34.6515 34.6274 34.6133 34.6092 34.6154 34.6317 34.6582 34.6948 34.7417 34.7989 34.8667 34.9451 35.0342 35.1342 35.2451 35.3669 35.4999 35.6442 35.8 35.9675 36.1468 36.338 36.5414 36.7574 36.9866 37.23 37.4889 37.7642 38.0578 38.3718 38.7098 39.0762 39.4769 39.9191 40.4116 40.9665 41.6019 42.3399 43.2193 44.2838 45.6355 47.4805 50.2156 54.3745 59.8683 65.0204 66.1246 58.9661 43.2987 24.7696 10.2653 0 
5.24453 15.5139 32.9817 52.6644 65.9644 68.7165 64.0971 56.5613 51.1297 47.9605 45.9323 44.4252 43.2371 42.2542 41.4471 40.7593 40.17 39.656 39.2011 38.7953 38.4305 38.1001 37.7984 37.5212 37.2647 37.0263 36.8044 36.5974 36.4043 36.2236 36.0546 35.8967 35.7493 35.6122 35.485 35.3677 35.2601 35.1622 35.0739 34.9951 34.9257 34.8656 34.8147 34.773 34.7408 34.7179 34.7045 34.7005 34.7062 34.7217 34.7467 34.7814 34.8257 34.8797 34.9437 35.0176 35.1016 35.1959 35.3004 35.4154 35.541 35.6773 35.8245 35.9829 36.1523 36.333 36.5251 36.729 36.9455 37.1755 37.42 37.6801 37.9575 38.2543 38.5736 38.9198 39.2983 39.7159 40.1807 40.7039 41.3018 41.9955 42.8207 43.8144 45.0425 46.618 48.8258 52.2839 57.6462 64.123 68.7566 65.9492 52.4648 32.5188 14.709 0 
