0 0 0 0 0.116072 0.569428 2.5911 7.72124 17.6689 31.6084 44.4803 50.4668 48.1454 44.3778 43.7725 47.9941 51.9954 50.976 42.6334 29.2998 18.0814 8.44509 3.77781 1.32178 0.259342 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0.0604762 0.677201 3.0596 10.9941 28.7488 59.4722 98.6461 131.709 144.814 136.417 124.558 121.538 131.393 141.646 139.814 120.513 88.6043 60.4015 33.5839 17.5634 7.18976 1.819 0.168766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0.162437 0.954999 4.04401 12.8305 34.7238 76.9237 142.636 219.598 278.398 296.29 274.941 248.338 239.226 254.958 273.494 272.204 242.485 190.712 141.932 89.6538 52.0442 23.987 7.6212 1.62709 0.340367 0.0909634 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.129865 1.17154 4.88076 15.0833 38.3229 84.2831 160.899 267.472 379.442 452.268 461.843 420.59 374.682 355.032 370.271 392.854 394.179 366.304 312.525 255.825 182.692 117.858 62.825 26.8175 10.2529 3.97081 1.3152 0.130445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.181959 0.691531 1.83441 3.46244 4.85783 5.43135 5.44047 5.27019 4.78915 4.30205 3.30241 2.06165 0.959916 0.337532 0 0 0 0 0 0 0 0 0 0 0 0 
0.0772398 0.817326 4.59461 15.8445 41.0343 88.4991 164.504 272.175 404.925 528.656 591.14 577.196 515.2 452.353 421.108 427.882 446.276 451.181 440.065 408.49 365.456 290.633 207.201 127.188 68.0098 33.6605 15.5359 5.80419 1.08425 0.15367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0380894 0.187766 0.671545 2.497 6.32117 13.1434 21.4784 27.5922 29.0255 27.7106 25.9008 23.5003 21.7371 17.7127 12.3373 6.9191 3.28645 0.923935 0.336603 0.0867055 0 0 0 0 0 0 0 0 0 
0.375584 2.87384 12.7319 38.2702 87.3102 164.422 264.892 382.359 508.757 612.944 647.692 608.965 536.013 468.342 433.032 431.967 441.676 447.735 454.25 451.102 433.876 379.175 300.481 214.741 140.197 83.9837 45.8171 22.166 10.4024 7.51839 6.10808 4.25603 2.23267 0.84166 0.111091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0697068 0.311391 1.07436 2.94612 6.66856 15.0183 29.0728 50.0586 72.6393 87.2376 88.4571 82.4876 76.3524 69.575 65.5451 55.8745 42.5166 28.0277 16.9222 8.09357 3.98084 1.39971 0.280245 0 0 0 0 0 0 0 0 
1.21943 7.42691 27.5057 73.1291 149.425 250.139 357.047 455.919 543.96 606.546 613.127 565.019 499.825 446.523 421.778 422.591 427.054 432.188 444.916 455.522 457.243 429.691 375.451 307.653 234.338 161.792 102.107 60.155 38.2785 32.0686 29.5381 26.2698 21.9794 17.4238 12.4053 8.15984 4.17897 1.87961 0.496698 0.145154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0274796 0.48358 2.15862 6.53281 15.5634 29.9983 53.7374 87.1394 131.062 173.866 197.886 194.964 178.272 163.382 149.337 142.88 126.681 103.561 76.4867 53.0471 31.1634 17.3889 7.27528 2.11364 0.275987 0 0 0 0 0 0 0 
3.37419 15.9856 49.842 116.534 212.863 319.488 411.365 474.11 511.581 527.734 513.007 470.507 429.342 405.614 401.537 409.355 412.237 417.084 429.596 442.953 452.172 444.823 416.954 377.487 321.225 249.411 180.967 127.405 98.176 88.9119 86.2191 82.3671 75.5738 65.133 50.1186 35.2464 20.9364 12.862 7.79283 5.8992 3.99745 2.46208 1.13979 0.390343 0.0836089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0206892 0.160465 0.679278 2.92486 9.31341 23.2925 48.9282 85.3329 134.43 192.82 258.699 314.347 338.466 324.969 293.076 267.843 247.104 240.197 221.7 194.311 158.93 122.436 81.982 49.6326 23.1246 8.12988 1.72718 0.205151 0 0 0 0 0 0 
7.39489 29.2385 79.4888 164.8 269.058 363.109 426.767 455.087 457.103 447.227 428.788 402.919 390.75 397.711 412.177 422.549 420.724 420.502 424.841 431.786 436.905 435.579 422.648 406.158 375.13 324.203 268.198 218.04 188.549 179.034 181.58 185.343 183.101 167.308 135.157 98.7365 62.9096 42.9684 30.4117 25.3266 19.4076 14.0163 9.08681 6.08607 4.59903 4.04383 4.0136 4.04074 4.22612 4.41129 4.40366 4.16936 3.74179 3.19842 2.84795 2.4726 1.96842 1.26161 0.606294 0.18541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.104932 0.504453 1.79712 4.79397 12.2 28.8233 60.4707 113.3 180.967 256.831 330.233 397.943 443.746 452.969 427.613 385.255 355.731 333.818 328.155 312.677 290.433 259.088 218.404 163.305 108.783 58.4425 25.9149 8.67515 2.34762 0.365402 0 0 0 0 0 
15.6807 52.3515 124.764 227.727 330.76 402.255 435.459 435.865 416.705 393.046 374.182 362.669 373.418 403.855 428.189 433.397 424.137 418.728 418.762 426.978 430.436 426.934 413.375 403.266 390.206 367.25 335.882 300.171 276.309 270.378 285.397 309.057 324.427 311.123 262.895 200.7 137.957 103.287 81.4786 71.9379 59.5636 47.2235 34.9584 26.4369 21.1738 18.5969 18.0719 18.1888 19.1059 20.3408 21.2045 21.283 20.2574 18.166 16.6012 15.0734 13.1029 9.70522 5.92991 2.85824 0.916901 0.313543 0.0758673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0239783 0.11358 0.447597 1.55011 4.12161 9.6773 19.4106 36.7206 68.1794 120.641 200.222 293.021 380.351 445.306 489.697 509.148 501.542 476.603 440.443 419.272 404.106 397.592 381.458 363.326 342.65 309.491 254.983 188.359 117.409 63.2575 27.6079 9.66728 2.10157 0.0723836 0 0 0 0 
