0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	152.09	152.51	153.09	153.74	154.41	155.08	155.73	156.36	156.94	157.49	157.98	158.43	158.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	136.49	136.86	137.59	138.59	139.72	140.93	142.16	143.39	144.62	145.85	147.07	148.23	149.36	150.52	227.78	228.90	230.00	231.08	232.14	233.16	234.14	235.07	235.95	236.76	237.50	238.15	238.70	159.64	160.07	160.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	135.29	204.36	205.58	207.05	208.69	210.42	212.21	214.03	215.85	217.65	219.43	221.18	222.89	224.56	226.19	227.78	229.10	230.30	231.44	232.52	233.56	234.54	235.48	236.36	237.18	237.93	238.62	239.27	239.97	240.54	241.00	161.06	161.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	133.57	133.98	202.92	204.45	205.99	207.61	209.30	211.06	212.84	214.64	216.44	218.22	219.96	221.68	223.35	224.98	226.55	228.04	229.39	230.62	231.78	232.88	233.93	234.92	235.87	236.75	237.58	238.36	239.09	239.77	240.42	240.99	241.51	242.01	242.38	161.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	132.98	200.33	201.55	203.18	204.85	206.51	208.18	209.91	211.68	213.46	215.25	217.03	218.78	220.50	222.19	223.83	225.42	226.94	228.39	229.74	230.99	232.17	233.28	234.33	235.33	236.28	237.17	238.01	238.79	239.53	240.22	240.86	241.46	241.99	242.47	242.87	243.24	162.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	132.85	200.73	202.14	203.75	205.43	207.11	208.83	210.58	212.36	214.13	215.91	217.66	219.39	221.09	222.74	224.35	225.91	227.40	228.81	230.15	231.41	232.59	233.70	234.76	235.76	236.71	237.60	238.44	239.23	239.97	240.67	241.31	241.91	242.46	242.97	243.40	243.80	244.20	163.17	163.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	132.77	200.06	201.34	202.85	204.43	206.11	207.82	209.56	211.33	213.10	214.86	216.62	218.35	220.06	221.73	223.35	224.93	226.45	227.91	229.30	230.62	231.87	233.05	234.16	235.22	236.22	237.16	238.05	238.89	239.68	240.43	241.12	241.77	242.37	242.92	243.44	243.91	244.34	244.74	245.18	245.49	163.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	132.98	200.84	202.18	203.69	205.26	206.93	208.64	210.38	212.14	213.90	215.65	217.38	219.09	220.77	222.41	224.00	225.55	227.04	228.47	229.84	231.14	232.38	233.55	234.65	235.70	236.69	237.63	238.52	239.35	240.14	240.88	241.57	242.22	242.82	243.38	243.89	244.37	244.82	245.23	245.60	245.91	246.19	164.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	133.44	200.74	201.79	203.15	204.62	206.19	207.85	209.55	211.28	213.02	214.76	216.49	218.19	219.87	221.52	223.13	224.69	226.21	227.67	229.08	230.42	231.70	232.92	234.07	235.16	236.20	237.18	238.12	238.99	239.82	240.61	241.34	242.03	242.67	243.27	243.82	244.34	244.82	245.26	245.67	246.04	246.35	246.61	246.86	164.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
