0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	140.52	140.83	141.42	142.18	143.02	143.87	144.68	145.42	145.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	139.97	210.95	211.87	212.96	214.17	215.44	216.71	217.94	219.06	220.04	147.60	148.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	139.56	210.33	211.32	212.42	213.61	214.87	216.16	217.46	218.72	219.93	221.10	222.37	223.37	149.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	139.29	209.81	210.77	211.88	213.06	214.28	215.56	216.89	218.21	219.53	220.83	222.10	223.35	224.51	225.70	151.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	155.75	155.42	155.04	154.66	154.28	153.92	153.58	153.30	153.13	153.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	139.57	209.55	210.34	211.38	212.53	213.73	215.00	216.32	217.67	219.03	220.38	221.73	223.07	224.40	225.70	227.04	228.52	153.82	154.98	155.97	156.75	157.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	156.29	234.02	233.62	233.13	232.58	232.02	231.46	230.93	230.43	230.00	229.64	152.81	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	139.59	210.09	211.00	212.08	213.23	214.47	215.77	217.12	218.49	219.88	221.27	222.65	224.03	225.41	226.81	228.24	229.78	231.57	233.16	234.55	235.76	236.80	158.86	159.67	160.37	160.95	161.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	157.77	157.34	235.18	234.64	234.13	233.60	233.03	232.45	231.88	231.32	230.79	230.29	229.83	229.39	152.63	0.00	0.00	0.00	0.00	0.00	
0.00	139.91	210.77	211.74	212.82	214.00	215.27	216.59	217.96	219.35	220.76	222.16	223.57	224.97	226.38	227.81	229.27	230.77	232.32	233.79	235.15	236.40	237.59	238.89	240.04	241.05	241.92	242.65	162.45	163.01	163.51	163.95	164.34	164.68	164.99	165.26	165.50	165.73	165.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	159.08	158.66	237.17	236.58	235.87	235.26	234.66	234.05	233.45	232.84	232.24	231.66	231.11	230.59	230.09	229.60	229.17	152.57	0.00	0.00	0.00	0.00	
0.00	140.40	211.55	212.55	213.63	214.83	216.11	217.45	218.83	220.23	221.65	223.07	224.49	225.90	227.32	228.74	230.17	231.61	233.05	234.44	235.77	237.03	238.23	239.41	240.51	241.51	242.41	243.26	244.18	244.99	245.72	246.37	246.94	247.45	247.90	248.28	248.60	248.85	249.03	166.12	166.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	160.31	159.92	239.10	238.51	237.80	237.14	236.47	235.81	235.15	234.51	233.87	233.23	232.61	232.00	231.42	230.87	230.35	229.84	229.36	152.57	0.00	0.00	0.00	0.00	
0.00	140.97	212.40	213.40	214.49	215.69	216.98	218.33	219.72	221.13	222.55	223.98	225.40	226.81	228.22	229.63	231.02	232.42	233.79	235.12	236.40	237.63	238.80	239.92	240.98	241.96	242.89	243.75	244.59	245.36	246.07	246.70	247.26	247.76	248.20	248.58	248.89	249.14	249.33	249.49	249.59	166.45	166.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	161.44	161.10	240.96	240.40	239.71	239.06	238.37	237.69	236.99	236.31	235.62	234.95	234.28	233.62	232.97	232.34	231.73	231.15	230.61	230.09	229.58	229.12	152.54	0.00	0.00	0.00	
