4	2	0.2515	0.120153
10	3	2.6647	0.522536
5	48	15.002	1.22405
4	2	34.2235	1.55663
5	48	50.7038	1.14612
4	2	70.011	1.58292
5	48	86.5159	1.14464
4	2	105.817	1.58457
5	48	122.322	1.14473
4	2	141.623	1.58482
5	48	158.128	1.14478
4	2	177.429	1.58488
5	48	193.934	1.14479
4	2	213.235	1.5849
5	48	229.74	1.1448
4	2	249.04	1.58491
5	48	265.545	1.1448
4	2	284.846	1.58491
5	48	301.351	1.1448
4	2	320.652	1.58491
5	48	337.157	1.1448
4	2	356.458	1.58491
5	48	372.963	1.1448
4	2	392.263	1.58491
5	48	408.768	1.1448
4	2	428.069	1.58491
5	48	444.574	1.1448
4	2	463.875	1.58491
5	48	480.38	1.1448
4	2	499.681	1.58491
5	48	516.185	1.1448
4	2	535.486	1.58491
5	48	551.991	1.1448
4	2	571.292	1.58491
