33	56	25.3422	2132.11
15	30	42.7176	2120.07
125	75	68.8625	1984.69
33	31	85.0743	1894.79
27	169	113.044	1840.99
20	140	128.925	1969.58
128	89	158.366	1935.03
20	156	188.273	1821.13
37	36	210.388	1915.74
133	89	242.646	1885.41
20	18	278.653	1817.47
16	146	292.116	1918.26
133	85	333.82	1878.08
92	81	345.973	1828.71
21	158	374.432	1844.31
15	28	384.891	1887.01
38	44	393.817	1865.23
133	89	428.464	1882.08
22	20	462.985	1867.91
12	144	481.27	1896.27
67	138	501.362	1823.06
113	79	526.867	1902.41
28	149	538.649	1893.45
12	21	571.03	1853.07
26	32	584.736	1959.18
128	86	613.994	1931.27
19	20	644.314	1816.37
12	147	655.411	1893.29
39	140	665.92	1914.21
133	86	698.438	1878.82
19	159	737.559	1784.23
14	27	749.222	1876.99
56	44	762.989	1847.08
134	91	794.485	1861.4
90	101	810.416	1838.32
21	18	840.544	1862.37
20	156	845.568	1877.53
56	128	860.629	1863.09
133	84	892.421	1876.37
91	78	906.855	1845.46
22	159	934.706	1872.57
14	27	943.828	1873.97
44	45	954.909	1856.2
133	88	987.788	1884.94
