0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	315.59	315.14	314.24	313.13	311.92	310.69	309.48	308.36	307.35	306.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	316.82	316.58	473.23	471.86	470.25	468.50	466.67	464.83	463.02	461.31	459.77	458.44	304.42	303.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	317.52	475.48	474.33	472.78	471.14	469.40	467.59	465.74	463.87	462.04	460.28	458.60	456.99	455.26	453.91	301.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	317.85	476.29	475.16	473.71	472.08	470.34	468.57	466.72	464.82	462.93	461.05	459.20	457.39	455.63	453.90	452.25	450.51	298.71	297.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	286.50	286.85	287.21	287.53	287.76	287.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	318.07	475.89	474.54	472.97	471.30	469.52	467.67	465.77	463.84	461.91	459.98	458.08	456.20	454.34	452.48	450.66	448.78	446.70	445.04	295.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	284.89	285.31	285.77	429.31	429.80	430.34	430.88	431.40	431.89	288.45	288.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	317.96	476.45	475.26	473.76	472.16	470.43	468.60	466.71	464.77	462.81	460.84	458.87	456.92	454.99	453.06	451.14	449.20	447.26	445.28	443.36	441.30	292.16	290.53	289.15	288.00	287.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	283.66	284.10	426.87	427.38	427.98	428.66	429.25	429.85	430.44	431.05	431.67	432.33	432.90	289.09	289.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	318.06	475.78	474.42	472.86	471.22	469.46	467.60	465.67	463.71	461.72	459.73	457.73	455.75	453.77	451.80	449.84	447.86	445.87	443.84	441.80	439.64	437.14	434.91	432.93	431.19	429.67	285.02	283.82	282.74	281.83	281.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	282.96	425.05	425.54	426.18	426.77	427.40	428.07	428.73	429.40	430.05	430.69	431.35	432.02	432.68	433.33	433.81	289.41	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	317.73	474.88	473.44	471.89	470.21	468.41	466.53	464.59	462.61	460.60	458.59	456.57	454.56	452.56	450.56	448.57	446.57	444.57	442.53	440.46	438.34	436.16	434.07	432.13	430.33	428.59	426.69	424.99	423.45	422.08	420.89	279.47	278.49	277.61	276.83	276.11	275.46	274.87	274.32	273.84	273.40	273.02	272.70	272.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	282.16	423.80	424.34	424.89	425.52	426.17	426.86	427.57	428.27	428.98	429.68	430.38	431.07	431.74	432.42	433.09	433.71	434.22	289.70	0.00	0.00	0.00	0.00	0.00	
0.00	317.10	473.82	472.35	470.80	469.11	467.30	465.41	463.46	461.47	459.46	457.43	455.40	453.38	451.36	449.35	447.34	445.34	443.33	441.32	439.28	437.24	435.19	433.21	431.30	429.47	427.71	425.97	424.33	422.80	421.38	420.02	418.52	417.15	415.92	414.77	413.71	412.74	411.86	411.05	410.31	409.66	409.08	408.59	408.20	271.81	271.50	271.20	270.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	280.40	280.87	422.26	422.93	423.56	424.20	424.90	425.61	426.34	427.08	427.83	428.58	429.32	430.06	430.79	431.51	432.21	432.87	433.54	434.16	289.88	0.00	0.00	0.00	0.00	0.00	
