D_nATP	left	6313.09	
D_nATP	mid	3140.41	
D_nATP	right	417.43	

D_nADP	left	0.00	
D_nADP	mid	0.00	
D_nADP	right	0.00	

E_nE	left	151.96	
E_nE	mid	1042.17	
E_nE	right	2260.76	

D_ND	left	0.11	
D_ND	mid	0.05	
D_ND	right	0.01	

D_E_NDE	left	0.00	
D_E_NDE	mid	0.00	
D_E_NDE	right	0.00	

NflD	left	6313.21	
NflD	mid	3140.46	
NflD	right	417.44	

NflE	left	151.96	
NflE	mid	1042.17	
NflE	right	2260.76	

