0 0 0 0 0.0249658 0.32374 1.53915 5.07901 12.6389 25.15 41.5126 58.434 71.9596 79.6502 81.9508 80.4404 76.8449 71.2073 62.7027 50.8083 36.6356 22.7658 11.7781 4.89655 1.46771 0.33032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0.130205 0.893598 3.80208 11.5368 27.756 55.0427 92.8589 136.487 177.866 208.966 225.54 229.425 224.567 214.896 200.501 179.305 149.801 114.078 77.6343 46.3717 23.9528 10.1787 3.55964 0.767307 0.0775128 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0.173703 1.45677 6.23772 19.4707 47.3041 94.6764 161.571 241.279 321.844 390.112 436.789 458.425 460.173 448.921 430.474 404.916 368.599 318.375 256.166 189.152 126.334 75.3843 38.8461 17.1367 5.83746 1.48969 0.245268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.0637918 1.25362 6.99769 24.5709 64.8049 135.87 236.969 356.531 475.925 576.423 647.317 686.942 698.409 690.519 671.135 645.298 612.974 569.864 511.446 437.034 350.733 260.096 175.48 104.743 54.6349 23.6983 8.28738 2.21382 0.290969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0667914 0.341575 1.07555 2.45512 4.30271 6.08696 7.35272 8.03597 8.2625 8.24007 7.90331 7.00769 5.43307 3.47544 1.72905 0.608329 0.101738 0 0 0 0 0 0 0 0 0 0 
0 0.606795 5.46744 23.7173 70.9749 162.793 300.118 462.502 618.522 740.908 816.356 849.853 854.628 841.682 819.766 794.013 765.976 735.419 699.137 652.852 592.469 515.279 421.536 318.397 216.687 131.144 68.7597 30.6567 11.5537 3.36694 0.812037 0.150685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.068372 0.372205 1.44118 4.00959 8.77693 15.7183 23.5685 30.3786 34.8458 37.1709 37.9852 38.0433 37.0679 34.1349 28.5434 20.8297 12.8164 6.40639 2.42968 0.674699 0.101138 0 0 0 0 0 0 0 0 
0.19732 3.00212 17.5794 62.2199 161.093 325.241 531.675 729.527 873.573 946.429 957.778 934.892 900.125 865.003 833.308 805.466 779.717 755.625 732.008 706.482 674.043 627.43 559.058 467.39 358.442 248.503 153.181 83.774 42.1621 20.9235 12.2396 8.667 6.43602 4.40359 2.46175 1.02406 0.260552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0558736 0.324406 1.32042 3.88499 9.51142 19.6283 35.105 55.0079 75.7997 92.9919 103.946 109.617 111.695 112.063 109.976 103.144 89.529 69.7904 47.7635 28.1133 13.7773 5.5091 1.63075 0.274276 0 0 0 0 0 0 0 
1.10832 9.95314 44.4735 133.27 301.375 537.787 782.629 963.052 1044.17 1038.99 985.855 923.576 868.927 825.939 792.657 766.23 743.848 724.953 709.766 697.922 686.414 668.933 635.68 577.842 491.739 385.288 274.264 178.261 110.119 69.3291 49.0958 39.1491 32.1978 25.4116 18.6376 12.9505 8.8362 5.87565 3.66667 1.83077 0.682596 0.143873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0176839 0.161525 0.848746 2.92067 8.04421 18.1345 35.5458 61.7544 96.6639 136.898 175.538 205.645 223.992 233.395 237.091 238.316 235.663 225.205 202.754 167.753 125.106 82.6324 47.1321 22.6015 8.58004 2.28176 0.287643 0 0 0 0 0 0 
4.22725 26.0147 93.9284 242.648 482.085 762.745 993.101 1106.83 1103.68 1030.24 940.128 864.094 806.256 763.974 732.953 709.318 690.275 675.209 664.831 659.777 658.966 658.878 652.283 629.554 581.392 504.984 407.691 308.015 225.309 167.89 133.909 113.925 98.0617 81.6381 64.9649 50.3385 38.8785 29.7164 22.1963 15.7056 11.2838 8.82282 7.8321 7.53848 7.43156 7.39755 7.36697 7.33453 7.26811 7.05033 6.50037 5.4198 3.8447 2.17667 0.910586 0.233529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0549414 0.385813 1.63828 5.31936 13.6628 29.7978 56.2465 94.6493 144.119 201.295 259.427 309.558 345.525 366.11 376.644 381.359 384.05 382.824 373.211 349.146 306.938 248.791 182.413 117.987 65.323 29.7132 10.3022 2.35625 0.293149 0 0 0 0 0 
11.6272 55.1833 169.339 384.495 677.645 957.526 1125.6 1151.88 1076.63 968.912 877.988 814.372 770.154 738.068 713.039 692.135 674.122 658.457 645.466 635.967 630.941 630.885 633.409 631.885 616.624 578.973 516.992 441.036 367.975 309.594 268.843 240.646 215.835 189.009 160.988 134.652 111.652 91.0041 72.6367 56.5767 45.2976 38.6548 35.7025 34.6407 34.2264 34.0743 33.9373 33.7964 33.5524 32.8326 31.0643 27.5761 22.3652 16.4785 11.2759 7.29754 4.34688 2.31398 0.907478 0.221907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0309923 0.210595 0.966795 3.27768 9.04965 21.4146 43.9644 80.2195 130.957 193.701 262.472 330.312 389.667 434.192 462.679 477.579 485.535 490.132 494.36 496.406 493.122 478.529 445.827 391.242 316.455 229.606 144.816 76.9374 32.7154 10.3507 2.26825 0.243821 0 0 0 0 
25.0362 98.5525 266.285 540.472 855.102 1091.83 1175.83 1126.29 1012.5 906.827 834.132 785.879 751.135 723.749 701.118 681.702 664.668 649.508 636.077 624.555 615.609 610.403 609.71 612.01 612.211 602.502 576.68 536.643 491.089 448.874 414.095 386.319 360.052 330.816 298.942 266.056 233.694 201.536 171.097 143.865 123.794 111.016 104.654 101.966 100.874 100.438 100.046 99.6474 99.0157 97.2703 93.0675 84.7735 72.2591 57.7528 44.2313 32.7996 23.0144 14.9386 8.33861 3.97471 1.52579 0.512426 0.0866496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0646215 0.347349 1.23883 3.37827 7.90888 16.7729 33.348 62.1695 106.622 167.439 240.069 316.152 385.996 443.303 484.8 510.365 524.092 530.371 534.672 538.624 543.738 548.777 552.801 552.115 539.818 507.654 448.675 361.906 257.974 157.756 79.4369 31.2163 8.89751 1.4509 0 0 0 0 
