63.1856 204.611 472.712 818.123 1090.25 1172.81 1081.52 900.735 718.641 617.101 583.302 590.556 613.033 600.24 555.013 513.602 506.872 532.138 564.66 568.42 547.353 524.94 522.362 558.408 619.233 681.429 699.753 655.216 590.25 562.061 548.419 554.294 529.22 479.347 419.681 365.001 325.252 300.131 295.85 297.758 288.819 261.566 229.199 209.022 204.183 222.996 245.032 262.432 266.64 261.574 248.021 224.886 191.309 150.249 116.201 87.6017 68.7049 50.7377 33.9482 19.12 9.34699 3.17848 0.991866 0.14845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0153176 0.158596 0.669038 2.01365 4.56414 8.52333 15.8537 31.5444 63.8344 118.922 190.732 261.633 328.832 401.75 495.942 604.346 695.161 730.067 721.334 703.445 675.975 650.067 643.728 678.282 703.463 698.852 671.859 658.805 635.311 582.855 468.512 333.177 205.305 113.848 54.1597 19.8866 4.52459 0.413123 0 0 0 
88.4495 268.356 587.085 965.472 1235.87 1307.23 1216.41 1027.51 823.748 680.442 601.479 578.44 587.253 564.923 521.476 483.884 478.945 500.267 526.833 535.995 527.186 513.753 511.682 533.659 573.724 623.353 646.031 622.797 590.694 590.418 602.897 617.883 590.32 536.2 478.683 438.515 418.544 413.257 424.089 438.894 437.206 409.664 373.098 348.271 338.726 356.106 378.944 398.95 407.077 406.487 394.683 368.842 327.245 273.67 227.632 188.312 160.252 130 96.521 62.0234 35.5332 16.1963 7.22871 2.53701 0.781401 0.203647 0 0 0 0 0 0 0 0 0 0 0 0.0165393 0.329197 1.3127 3.86544 8.63234 15.7878 25.0443 36.3033 53.1432 83.4966 141.143 231.026 335.429 419.038 471.98 509.121 547.907 591.609 626.869 635.043 620.039 605.203 583.117 561.518 547.778 558.869 571.303 579.759 589.532 612.207 626.954 606.782 537.474 439.84 327.207 222.318 130.918 61.842 21.5405 5.12862 0 0 0 
95.6433 277.864 585.219 929.415 1165.08 1244.27 1206.71 1073.27 902.151 744.432 624.744 565.042 556.156 531.516 501.223 473.212 471.19 488.426 510.223 523.192 523.382 516.113 514.053 521.77 537.954 561.47 574.096 562.481 554.749 571.047 598.598 615.414 589.546 539.31 491.264 471.171 473.006 485.78 503.654 522.664 528.343 511.471 485.135 464.105 450.433 455.289 467.026 480.358 490.457 498.484 497.233 480.326 444.296 392.983 348.586 312.559 287.727 255.124 208.448 150.757 99.0044 55.6983 30.7304 14.8483 6.53925 2.45433 0.589013 0.0507404 0 0 0 0 0 0 0 0.014002 0.147406 0.640684 2.80837 8.00786 18.7821 35.8528 57.4537 80.7281 103.886 131.508 173.532 250.426 362.986 481.878 558.801 583.637 580.188 568.007 558.036 549.153 541.871 536.526 542.063 535.466 516.992 492.745 483.457 482.868 495.16 515.075 542.906 571.948 586.304 582.244 551.552 483.097 383.774 264.818 147.591 63.7431 19.3394 0.706595 0 0 
82.5865 235.365 487.401 762.255 949.83 1030.79 1040.43 979.974 881.409 762.72 645.001 570.983 552.233 530.665 511.392 487.93 485.657 499.262 516.387 526.36 525.538 516.268 509.884 508.365 514.999 527.07 535.856 527.16 521.539 528.886 550.469 562.817 545.874 510.608 478.774 477.346 493.861 515.33 528.713 540.039 546.477 541.45 531.111 518.791 504.683 495.201 492.372 495.058 504.851 521.781 534.788 532.097 508.962 470.108 438.765 419.177 411.938 393.439 349.82 281.434 208.248 137.222 87.1398 49.8692 26.0015 11.6618 3.96649 0.819275 0.0788534 0 0 0 0 0 0.0805349 0.520064 2.00404 5.56626 14.4004 30.8956 59.7411 100.79 146.866 188.892 222.168 252.517 291.63 368.634 478.962 587.816 644.762 643.26 611.649 568.849 530.84 499.657 487.382 492.524 513.999 522.157 512.517 495.18 490.094 490.452 498.006 500.806 506.6 525.526 563.633 619.332 660.447 656.605 594.352 468.374 295.984 145.865 50.0322 3.03349 0 0 
65.0513 186.912 390.048 612.133 760.526 819.22 828.285 807.06 773.853 721.146 644.007 589.855 581.653 570.607 552.19 518.33 501.785 504.332 515.903 524.845 525.245 515.328 505.981 498.995 503.925 512.395 519.544 510.448 500.15 492.088 499.609 504.091 496.125 475.871 457.227 463.384 483.783 506.767 514.943 517.293 519.214 518.765 518.963 514.522 504.432 489.146 478.643 475.678 486.622 511.96 537.95 546.149 532.23 504.29 485.301 481.525 494.226 499.317 478.089 424.646 350.649 263.821 188.938 124.181 74.9422 39.9761 17.9997 6.20773 1.69484 0.390838 0 0 0.0284738 0.164493 0.912384 3.42465 9.82272 22.5442 46.4881 83.7156 139.621 211.15 283.023 338.256 369.75 386.172 402.732 457.958 543.305 627.213 665.545 654.226 617.717 572.163 532.493 494.597 474.938 474.014 490.122 500.172 503.545 506.584 521.892 535.015 538.575 517.561 492.137 489.116 531.326 623.557 720.929 789.227 793.726 691.454 477.14 254.211 94.005 8.36248 0 0 
58.1646 172.372 369.256 587.83 722.679 743.003 708.129 676.424 667.88 670.327 645.807 631.596 645.961 642.317 609.183 553.883 516.094 504.385 509.023 515.731 517.124 509.794 503.659 499.814 510.142 520.266 524.621 510.736 492.44 470.463 461.345 454.964 451.419 446.492 442.229 450.421 464.471 478.013 477.946 472.544 469.199 470.395 477.409 480.775 477.621 464.057 452.217 450.516 469.15 507.156 545.379 556.92 541.822 515.971 500.268 502.499 525.242 548.902 555.164 533.838 481.801 402.79 319.593 236.221 161.124 98.3368 52.6108 22.9231 8.26783 2.58862 0.384123 0.251839 0.810847 2.33026 6.23439 15.132 33.1747 64.421 112.643 175.219 253.924 343.115 424.048 477.301 495.73 488.773 475.623 499.156 550.77 608.479 639.016 637.188 615.765 585.638 554.52 515.377 486.077 470.835 471.108 479.015 499.086 530.997 575.792 608.675 610.676 567.408 511.53 481.243 503.638 593.947 709.374 823.782 889.436 826.733 604.676 338.544 132.476 16.5726 0 0 
62.8318 192.653 423.816 684.382 832.565 811.182 708.657 633.547 617.886 654.359 670.47 687.83 713.48 704.103 648.99 574.256 518.957 498.042 499.351 508.04 513.455 510.03 505.556 502.539 512.41 521.219 522.685 508.318 490.046 464.444 444.176 427.235 421.351 423.706 428.608 435.495 441.923 447.603 446.354 442.808 440.275 444.296 455.134 465.093 469.263 462.245 453.959 457.456 486.277 535.183 578.564 581.448 551.363 514.646 492.255 493.088 517.026 548.209 570.34 575.833 552.807 501.588 436.168 360.241 277.317 193.85 122.146 66.2743 31.5591 13.8787 5.26429 3.75838 6.32953 12.5985 24.7263 46.496 83.4613 139.834 213.574 293.412 374.595 453.375 517.483 554.838 559.729 535.809 503.874 501.937 526.178 565.219 596.878 612.648 612.65 604.694 583.28 543.632 504.211 473.919 459.236 468.283 509.814 576.575 657.219 713.33 713.067 643.693 549.828 484.217 472.944 539.475 642.265 760.092 844.202 809.086 613.775 356.534 146.876 25.0008 0 0 
74.6653 231.065 512.219 830.168 1006.27 964.633 818.209 706.746 667.194 700.015 712.777 725.978 744.491 727.309 665.718 588.3 528.776 502.901 499.839 508.108 517.401 519.608 518.853 515.455 521.082 526.441 526.875 513.991 497.201 470.905 442.191 417.06 406.415 411.613 422.921 429.923 431.087 430.58 428.386 427.332 427.747 436.932 453.163 472.113 485.472 484.2 474.735 474.416 504.561 554.492 595.977 589.038 547.997 505.308 479.622 479.423 498.035 524.26 544.843 557.802 553.257 532.761 500.089 455.738 391.638 310.498 226.557 147.552 86.9133 48.6981 27.7077 23.2017 30.286 46.0969 72.436 111.953 168.127 242.68 326.922 403.69 464.917 512.936 546.371 564.345 562.273 535.444 504.285 496.285 509.94 536.075 561.624 581.144 590.512 598.666 588.634 557.415 519.741 486.464 466.734 480.799 540.64 636.199 748.243 826.179 826.391 736.922 609.191 511.685 468.372 505.896 579.41 666.22 726.027 694.841 537.588 321.951 139.477 30.851 0.0713109 0 
73.7373 231.955 524.848 867.986 1078.33 1064.72 927.424 803.465 729.526 729.16 712.431 713.297 730.975 727.83 683.666 615.031 554.63 519.487 507.619 511.786 522.934 529.212 532.299 529.204 534.875 542.869 546.846 532.962 509.822 477.708 441.848 416.839 407.056 416.454 433.792 444.097 442.789 436.752 430.398 428.868 433.784 452.462 479.049 511.244 535.315 535.784 516.663 498.709 514.361 549.702 582.071 569.815 528.772 488.157 466.869 472.18 490.197 511.202 520.786 523.223 518.948 515.358 509.253 500.154 470.586 417.918 349.155 266.636 186.398 123.453 84.9686 75.2432 89.45 118.686 161.864 216.853 280.695 351.366 419.797 472.341 504.289 522.79 531.48 535.618 531.721 511.558 493.344 493.339 506.344 521.343 533.348 544.427 551.35 565.084 563.261 547.295 524.565 502.313 490.479 514.846 591.835 712.39 847.749 933.614 923.998 819.25 671.392 559.034 496.67 505.582 544.449 593.639 625.545 597.073 475.633 297.396 137.338 38.1466 0.485066 0 
57.2672 184.35 433.304 747.256 986.441 1055.91 993.577 886.623 777.433 726.481 672.005 665.07 687.992 707.989 690.509 635.175 575.976 533.322 513.745 511.989 520.464 527.056 533.634 534.112 546.731 564.217 575.089 558.955 524.58 483.692 444.781 428.554 426.831 442.383 464.303 477.188 472.833 460.636 447.226 442.919 453.566 482.278 518.454 558.409 585.508 581.884 552.304 517.175 514.836 532.33 555.498 545.637 515.054 484.018 472.747 484.757 502.282 517.183 514.734 502.682 490.035 488.418 491.255 502.441 503.747 491.891 462.134 402.585 322.533 244.22 192.527 178.885 200.131 238.933 290.75 348.059 400.039 442.287 472.677 489.482 495.892 499.283 501.334 505.699 507.01 496.811 489.623 499.207 515.337 524.142 522.209 518.148 515.057 525.118 528.684 528.124 524.496 518.986 524.237 564.525 659.665 800.282 942.461 1008.51 965.95 845.199 698 601.811 550.274 543.679 552.255 567.028 580.286 563.129 472.472 315.419 156.963 52.1492 1.94938 0 
33.3005 111.903 289.398 550.353 830.077 1031.31 1084.69 990.886 823.034 705.589 616.966 619.561 648.165 678.401 671.743 624.522 567.894 525.68 505.361 502.394 510.197 519.586 529.68 532.769 545.973 563.403 573.88 557.617 521.761 483.413 452.79 451.317 461.485 483.712 507.743 519.662 507.897 486.371 463.164 454.454 470.873 507.894 550.89 591.334 613.405 603.715 570.851 531.297 518.057 522.63 537.485 533.814 517.906 498.986 495.591 507.219 516.02 519.952 507.87 488.734 473.8 471.017 472.516 487.478 505.219 526.179 536.985 513.098 453.303 381.124 332.087 321.403 345.916 382.799 428.414 473.664 500.89 504.599 491.23 473.817 465.106 469.367 480.457 492.674 498.489 493.896 490.823 505.807 525.098 534.316 525.056 508.684 497.134 500.323 503.767 508.496 511.878 515.256 537.03 594.647 704.759 855.606 989.827 1024.04 943.797 812.082 683.13 622.658 600.714 593.168 588.67 597.17 624.712 636.138 565.406 398.374 209.054 75.975 5.72499 0 
14.6225 53.3868 173.552 394.463 721.638 1054.81 1218.27 1126.91 895.409 715.157 594.14 604.967 624.411 639.968 623.735 581.436 534.82 504.433 492.021 491.363 498.73 512.605 525.151 529.462 535.561 541.436 540.865 524.646 497.174 472.127 459.775 474.354 495.415 520.082 541.42 550.532 533.605 507.31 477.097 461.817 478.387 515.703 559.828 596.931 612.601 599.391 568.944 533.895 515.394 512.603 522.63 529.954 532.096 527.566 528.351 530.986 524.546 516.396 499.055 480.919 470.114 467.639 466.606 477.44 497.237 529.873 560.48 562.557 530.155 482.91 452.503 452.241 475.665 501.113 530.904 558.247 561.946 535.444 489.202 448.341 431.833 440.875 463.275 484.268 494.17 492.826 491.384 508.752 531.011 545.654 535.499 511.114 492.576 487.33 487.962 493.542 498.934 505.651 536.076 599.502 706.072 844.738 960.169 976.112 884.462 761.565 660.956 630.157 631 627.126 622.778 638.477 686.438 724.482 670.542 492.382 270.667 105.989 12.6195 0.0891386 
2.74977 14.2928 89.2912 266.213 596.983 991.609 1223.69 1157.11 921.952 730.69 608.162 627.337 631.633 618.695 579.873 539.35 504.895 490.725 486.14 485.912 489.827 505.297 517.008 520.807 517.612 509.387 494.027 476.385 459.835 450.474 456.725 481.988 507.503 529.86 547.324 557.828 546.488 526.64 496.182 472.46 480.83 509.115 548.418 580.887 592.114 578.364 553.087 527.459 512.431 510.61 519.34 533.305 546.479 553.848 557.42 550.545 527.359 505.543 482.615 465.444 458.501 457.966 458.572 468.057 485.831 514.929 543.375 553.003 540.246 520.01 511.067 522.213 543.117 557.104 572.636 586.264 577.863 540.118 481.202 431.068 408.385 416.885 443.597 469.437 484.274 488.893 493.456 513.641 536.675 551.752 540.608 513.105 493.953 486.602 485.447 488.238 492.29 500.173 532.979 594.414 683.187 789.762 874.161 883.104 809.047 719 651.397 631.418 633.458 633.147 642.925 675.08 733.484 777.128 729.753 551.811 318.177 133.657 23.5467 0.507251 
0.605813 5.10768 56.3966 187.843 452.939 787.657 1007.24 990.351 835.489 704.542 619.115 641.092 636.49 608.861 562.398 526.684 498.225 488.747 481.257 479.882 482.143 499.05 507.871 509.024 497.654 479.393 453.769 433.733 424.681 425.423 441.63 469.059 493.192 513.533 533.024 552.402 555.757 547.866 520.186 486.021 479.712 492.251 521.02 545.727 551.472 537.675 519.685 506.717 501.1 503.007 510.195 525.22 543.147 561.016 570.467 560.489 526.748 494.785 469.502 453.972 449.794 450.572 454.58 466.574 484.324 505.954 521.405 524.375 516.85 510.609 512.456 527.936 544.95 551.198 558.152 564.921 556.455 525.125 472.986 428.242 404.819 412.709 439.829 466.2 481.241 486.351 491.871 507.623 523.578 530.549 518.494 496.419 486.848 485.709 484.937 483.283 485.817 495.886 528.279 581.285 645.713 715.687 772.433 787.708 747.865 695.098 647.509 619.17 604.76 606.9 633.185 678.225 728.452 755.267 708.085 549.446 335.218 151.803 37.2044 1.82155 
0.0507404 1.59508 29.2975 103.762 263.004 477.667 647.061 694 659.357 620.865 594.525 623.446 627.457 611.205 577.052 547.974 515.875 494.075 472.145 466.558 468.972 485.972 490.776 488.47 475.018 456.934 432.513 414.186 409.581 413.761 430.216 453.903 473.565 492.31 514.664 540.833 555.984 557.734 534.802 494.197 474.705 471.249 486.815 503.236 507.196 498.406 490.608 490.603 494.354 497.208 500.216 510.246 526.079 550.147 565.751 558.959 524.519 490.747 469.24 456.422 452.847 451.152 453.729 464.461 479.762 494.632 499.381 495.683 487.677 484.462 486.327 498.044 509.165 510.844 514.862 521.455 520.945 506.844 474.76 444.989 424.771 430.93 454.833 477.077 487.334 487.021 487.802 495.091 501.249 497.072 485.636 475.826 481.789 492.624 495.146 491.93 496.36 509.824 536.75 573.396 610.532 647.163 681.984 703.817 693.97 671.76 637.986 600.14 570.225 568.99 598.479 643.304 676.782 685.882 644.34 518.316 338.898 166.659 53.2216 4.82406 
0 0.457114 11.5267 42.4547 114.174 221.505 332.259 412.149 462.944 499.777 530.354 577.325 607.332 624.049 616.947 591.712 543.069 495.509 454.81 446.916 454.976 474.587 479.727 477.128 467.654 456.584 439.586 423.27 418.069 421.651 433.597 452.044 464.327 476.183 494.045 517.351 534.311 539.728 523.795 487.501 465.737 454.265 457.751 462.623 462.136 458.995 466.161 484.368 500.701 504.566 500.729 501.999 510.346 533.129 549.476 546.395 517.735 488.646 474.163 466.414 465.111 463.097 463.56 469.452 477.341 484.822 483.906 478.632 469.975 462.301 456.313 458.382 463.182 463.117 467.674 478.113 489.67 497.968 492.316 480.625 462.948 461.023 474.022 485.824 488.149 480.648 474.518 473.054 473.948 466.72 461.955 464.896 480.651 498.394 504.432 505.484 516.609 535.073 554.524 573.55 593.309 618.145 650.957 677.093 672.879 652.567 617.001 573.922 536.21 524.835 541.874 578.61 607.713 622.546 602.553 511.922 360.456 192.712 73.6087 10.9823 
0 0.0469692 0.977215 4.48535 17.7335 47.7117 103.651 182.951 272.461 355.521 432.529 506.432 571.766 627.135 648.511 625.623 560.329 491.615 440.221 432.357 447.729 469.389 478.137 479.307 478.885 478.356 471.157 456.306 446.184 444.673 448.011 458.748 462.05 463.944 471.039 483.784 496.531 504.341 498.444 473.805 455.305 440.116 432.74 426.49 421.777 425.057 446.925 482.4 509.568 514.625 504.65 497.93 499.327 518.663 533.947 534.269 513.337 490.464 481.093 477.272 479.42 480.92 480.698 478.809 474.022 471.784 468.233 466.043 461.21 453.041 444.306 441.29 440.721 436.514 437.966 449.523 469.396 495.758 512.335 515.183 498.814 484.789 482.409 482.08 478.987 468.643 458.479 450.068 447.418 443.026 449.54 466.646 488.718 508.169 517.508 529.998 556.508 585.623 597.612 593.933 592.542 602.296 631.348 655.382 649.39 628.288 599.545 568.844 535.875 511.563 503.122 519.573 545.129 573.088 579.442 523.222 394.811 228.389 97.9336 20.5494 
0 0 0.0589686 0.61682 4.78259 16.679 44.6308 91.9838 157.088 233.581 322.148 420.804 523.864 620.203 670.199 652.075 575.92 495.825 441.708 434.306 453.028 474.742 492.203 503.572 516.99 526.793 524.575 504.441 482.662 473.849 470.42 475.484 468.94 456.791 448.027 449.037 458.95 471.894 476.053 463.949 450.651 435.088 420.33 406.915 401.339 411.957 445.459 490.593 521.691 526.401 513.72 504.826 502.568 515.693 524.713 525.842 513.762 499.441 492.758 488.375 491.572 498.189 498.655 489.562 472.422 461.202 456.265 457.378 456.355 449.814 442.492 439.217 435.009 425.152 421.682 432.511 456.472 493.324 523.053 534.453 518.794 494.376 477.364 467.933 465.398 461.268 456.894 449.142 447.807 449.079 465.307 489.622 509.946 523.404 533.031 561.459 611.229 658.657 665.277 635.67 606.747 594.515 614.796 630.456 620.354 598.135 577.996 562.912 540.582 513.943 494.94 500.782 529.41 570.817 598.703 566.84 450.154 277.253 126.361 33.3536 
0 0 0 0.0524546 1.15612 4.79257 15.537 37.3814 74.9113 129.759 207.368 309.811 436.414 569.112 654.458 659.379 596.439 524.543 473.732 462.794 473.396 488.888 512.941 534.148 559.277 575.636 574.045 547.73 515.614 501.712 494.991 495.802 481.347 458.72 438.663 432.803 441.189 457.238 466.608 463.583 455.65 441.067 421.484 403.548 398.898 415.197 456.06 502.543 529.601 530.46 517.689 512.166 512.635 522.017 522.938 519.867 511.442 502.18 496.234 491.272 496.374 508.312 510.061 496.214 472.77 458.613 455.011 459.625 461.785 459.126 458.705 461.829 457.244 439.903 426.389 428.63 447.911 485.574 518.462 533.47 521.279 495.254 472.411 462.328 466.639 473.782 478.869 473.175 470.365 471.725 492.324 519.288 537.396 544.22 551.782 591.867 662.363 730.55 739.475 691.905 633.674 587.523 585.268 587.894 581.745 569.483 561.66 558.082 541.434 516.688 497.213 498.131 528.174 574.241 616.726 605.706 501.372 324.494 153.823 46.4442 
0 0 0 0 0 0.171763 2.00379 7.95142 23.4963 53.7255 109.065 196.914 324.037 471.991 585.959 626.959 600.659 554.146 510.432 492.835 489.5 498.183 526.114 551.969 578.619 591.717 586.072 559.34 528.866 519.635 518.222 520.893 505.314 477.977 449.508 438.356 444.276 462.979 476.031 481.598 481.292 469.691 446.359 422.399 416.513 433.255 475.763 514.995 532.039 527.905 519.037 520.674 527.086 534.435 528.31 519.521 509.296 498.989 490.043 482.745 489.455 504.661 509.933 498.45 479.022 469.638 469.186 473.27 472.638 470.823 478.534 491.594 490.715 469.111 448.13 442.706 454.048 484.547 511.681 524.712 514.76 490.568 465.797 459.091 474.73 498.687 517.749 517.704 512.188 508.411 526.431 549.091 562.671 562.859 566.234 608.807 686.38 763.902 776.117 724.487 651.514 580.053 554.517 541.519 538.759 536.734 538.43 541.214 531.81 518.758 512.25 517.676 548.498 593.007 643.213 644.368 546.036 363.244 175.034 56.0791 
