500 5.82788 12 81
500.5 6.15284 12 81
501 6.4905 12 81
501.5 6.8376 12 81
502 7.1882 12 81
502.5 7.5428 12 81
503 7.89172 12 81
503.5 8.22999 12 81
504 8.54911 12 81
504.5 8.84218 12 81
505 9.09999 12 81
505.5 9.31232 12 81
506 9.46698 12 81
506.5 9.55487 12 81
507 9.56123 12 81
507.5 9.47575 12 81
508 9.28865 12 81
508.5 8.99045 12 81
509 8.57693 12 81
509.5 8.05228 12 81
510 7.43541 12 81
510.5 6.76985 12 81
511 6.11378 12 81
511.5 5.51342 12 81
512 4.98596 12 81
512.5 4.53076 12 81
513 4.13966 12 81
513.5 3.8036 12 81
514 3.51403 12 81
514.5 3.54934 12 4
515 3.70673 12 4
515.5 3.88249 12 4
516 4.07003 12 4
516.5 4.27735 12 4
517 4.49942 12 4
517.5 4.7418 12 4
518 5.0027 12 4
518.5 5.28049 12 4
519 5.57668 12 4
519.5 5.88846 12 4
520 6.21768 12 4
520.5 6.55666 12 4
521 6.90483 12 4
521.5 7.25853 12 4
522 7.61087 12 4
522.5 7.95898 12 4
523 8.29378 12 4
523.5 8.60994 12 4
524 8.89923 12 4
524.5 9.15092 12 4
525 9.35558 12 4
525.5 9.50293 12 4
526 9.57988 12 4
526.5 9.57712 12 4
527 9.48252 12 4
527.5 9.28429 12 4
528 8.97653 12 4
528.5 8.55091 12 4
529 8.01666 12 4
529.5 7.39146 12 4
530 6.72151 12 4
530.5 6.06767 12 4
531 5.47373 12 4
531.5 4.95375 12 4
532 4.50339 12 4
532.5 4.11548 12 4
533 3.78467 12 4
533.5 3.50102 12 4
534 3.54501 12 81
534.5 3.70618 12 81
535 3.88068 12 81
535.5 4.06983 12 81
536 4.27803 12 81
536.5 4.50214 12 81
537 4.74587 12 81
537.5 5.00739 12 81
538 5.28693 12 81
538.5 5.5824 12 81
539 5.89649 12 81
539.5 6.2253 12 81
540 6.56481 12 81
540.5 6.91351 12 81
541 7.26589 12 81
541.5 7.61892 12 81
542 7.96631 12 81
542.5 8.30075 12 81
543 8.61498 12 81
543.5 8.90155 12 81
544 9.1501 12 81
544.5 9.35119 12 81
545 9.49182 12 81
545.5 9.56258 12 81
546 9.55127 12 81
546.5 9.44397 12 81
547 9.2337 12 81
547.5 8.91056 12 81
548 8.47189 12 81
548.5 7.92468 12 81
549 7.2936 12 81
549.5 6.62317 12 81
550 5.97786 12 81
550.5 5.3933 12 81
551 4.88114 12 81
551.5 4.44023 12 81
552 4.06208 12 81
552.5 3.73715 12 81
553 3.45685 12 81
553.5 3.58095 12 4
554 3.74349 12 4
554.5 3.92157 12 4
555 4.11404 12 4
555.5 4.32235 12 4
556 4.55108 12 4
556.5 4.79769 12 4
557 5.06148 12 4
557.5 5.34345 12 4
558 5.64291 12 4
558.5 5.95977 12 4
559 6.29001 12 4
559.5 6.63138 12 4
560 6.98088 12 4
560.5 7.33502 12 4
561 7.68596 12 4
561.5 8.03268 12 4
562 8.3646 12 4
562.5 8.67454 12 4
563 8.95763 12 4
563.5 9.19883 12 4
564 9.39249 12 4
564.5 9.52508 12 4
565 9.58732 12 4
565.5 9.56454 12 4
566 9.44827 12 4
566.5 9.22761 12 4
567 8.89351 12 4
567.5 8.44354 12 4
568 7.88648 12 4
568.5 7.2475 12 4
569 6.5768 12 4
569.5 5.93325 12 4
570 5.35358 12 4
570.5 4.84938 12 4
571 4.41381 12 4
571.5 4.0404 12 4
572 3.71946 12 4
572.5 3.44388 12 4
573 3.57945 12 81
573.5 3.7436 12 81
574 3.92111 12 81
574.5 4.1145 12 81
575 4.32544 12 81
575.5 4.55272 12 81
576 4.80119 12 81
576.5 5.06521 12 81
577 5.34889 12 81
577.5 5.64988 12 81
578 5.96671 12 81
578.5 6.29686 12 81
579 6.63886 12 81
579.5 6.98919 12 81
580 7.34314 12 81
580.5 7.69452 12 81
581 8.04041 12 81
581.5 8.37054 12 81
582 8.68012 12 81
582.5 8.96008 12 81
583 9.1986 12 81
583.5 9.38754 12 81
584 9.5144 12 81
584.5 9.56739 12 81
585 9.53563 12 81
585.5 9.40705 12 81
586 9.17326 12 81
586.5 8.82495 12 81
587 8.36132 12 81
587.5 7.79479 12 81
588 7.14946 12 81
588.5 6.47954 12 81
589 5.8438 12 81
589.5 5.27508 12 81
590 4.77963 12 81
590.5 4.35274 12 81
591 3.98566 12 81
591.5 3.67209 12 81
592 3.4635 12 4
592.5 3.61508 12 4
593 3.78142 12 4
593.5 3.96093 12 4
594 4.15952 12 4
594.5 4.37172 12 4
595 4.60299 12 4
595.5 4.85252 12 4
596 5.12197 12 4
596.5 5.40742 12 4
597 5.71233 12 4
597.5 6.02904 12 4
598 6.36452 12 4
598.5 6.70646 12 4
599 7.05708 12 4
599.5 7.41132 12 4
600 7.76388 12 4
600.5 8.10604 12 4
601 8.43483 12 4
601.5 8.74014 12 4
602 9.01288 12 4
602.5 9.2448 12 4
603 9.42699 12 4
603.5 9.54587 12 4
604 9.58893 12 4
604.5 9.54844 12 4
605 9.40996 12 4
605.5 9.16454 12 4
606 8.80446 12 4
606.5 8.33157 12 4
607 7.75272 12 4
607.5 7.10294 12 4
608 6.43271 12 4
608.5 5.80116 12 4
609 5.23884 12 4
609.5 4.74945 12 4
610 4.32748 12 4
610.5 3.96621 12 4
611 3.65574 12 4
611.5 3.46138 12 81
612 3.61285 12 81
612.5 3.78015 12 81
613 3.96207 12 81
613.5 4.15899 12 81
614 4.37407 12 81
614.5 4.60602 12 81
615 4.856 12 81
615.5 5.12584 12 81
616 5.41333 12 81
616.5 5.71742 12 81
617 6.03747 12 81
617.5 6.37193 12 81
618 6.71496 12 81
618.5 7.06653 12 81
619 7.42047 12 81
619.5 7.77053 12 81
620 8.11418 12 81
620.5 8.43938 12 81
621 8.74341 12 81
621.5 9.01499 12 81
622 9.24451 12 81
622.5 9.42092 12 81
623 9.53313 12 81
623.5 9.56859 12 81
624 9.5167 12 81
624.5 9.36597 12 81
625 9.10752 12 81
625.5 8.73363 12 81
626 8.24745 12 81
626.5 7.65838 12 81
627 7.00326 12 81
627.5 6.33769 12 81
628 5.71376 12 81
628.5 5.16166 12 81
629 4.68166 12 81
629.5 4.26919 12 81
630 3.91396 12 81
630.5 3.61 12 81
631 3.4944 12 4
631.5 3.65057 12 4
632 3.81896 12 4
632.5 4.00455 12 4
633 4.20406 12 4
633.5 4.41941 12 4
634 4.6555 12 4
634.5 4.91036 12 4
635 5.18184 12 4
635.5 5.47167 12 4
636 5.77934 12 4
636.5 6.10249 12 4
637 6.43688 12 4
637.5 6.78298 12 4
638 7.13482 12 4
638.5 7.48802 12 4
639 7.83893 12 4
639.5 8.17973 12 4
640 8.50387 12 4
640.5 8.80205 12 4
641 9.06811 12 4
641.5 9.29055 12 4
642 9.45783 12 4
642.5 9.56181 12 4
643 9.58868 12 4
643.5 9.52615 12 4
644 9.36566 12 4
644.5 9.09659 12 4
645 8.7118 12 4
645.5 8.21464 12 4
646 7.61614 12 4
646.5 6.95646 12 4
647 6.291 12 4
647.5 5.67237 12 4
648 5.12575 12 4
648.5 4.65125 12 4
649 4.24434 12 4
649.5 3.89474 12 4
650 3.59396 12 4
650.5 3.49223 12 81
651 3.64922 12 81
651.5 3.81843 12 81
652 4.00246 12 81
652.5 4.20407 12 81
653 4.42314 12 81
653.5 4.65945 12 81
654 4.91306 12 81
654.5 5.18758 12 81
655 5.47794 12 81
655.5 5.78519 12 81
656 6.10888 12 81
656.5 6.44461 12 81
657 6.79187 12 81
657.5 7.14288 12 81
658 7.49632 12 81
658.5 7.84596 12 81
659 8.18602 12 81
659.5 8.50836 12 81
660 8.80598 12 81
660.5 9.06881 12 81
661 9.2876 12 81
661.5 9.45073 12 81
662 9.54784 12 81
662.5 9.56584 12 81
663 9.49218 12 81
663.5 9.31946 12 81
664 9.03592 12 81
664.5 8.63718 12 81
665 8.12645 12 81
665.5 7.51994 12 81
666 6.85791 12 81
666.5 6.19637 12 81
667 5.58764 12 81
667.5 5.05187 12 81
668 4.58621 12 81
668.5 4.18748 12 81
669 3.84461 12 81
669.5 3.54962 12 81
670 3.52889 12 4
670.5 3.68635 12 4
671 3.85741 12 4
671.5 4.0451 12 4
672 4.24892 12 4
672.5 4.46962 12 4
673 4.7101 12 4
673.5 4.96666 12 4
674 5.24308 12 4
674.5 5.53755 12 4
675 5.84813 12 4
675.5 6.17317 12 4
676 6.51144 12 4
676.5 6.8595 12 4
677 7.21137 12 4
