0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.66	0.50	0.63	0.73	1.03	0.86	0.92	0.78	0.70	0.78	0.65	0.79	0.70	0.83	0.55	0.70	0.66	0.61	0.61	0.75	0.72	0.70	0.64	0.70	0.63	0.67	0.71	0.68	0.88	0.94	0.67	0.73	0.65	0.84	0.77	0.64	0.70	0.89	0.76	0.78	0.61	0.61	0.63	0.76	0.78	0.82	0.89	0.73	0.73	0.65	0.63	0.65	0.67	0.75	0.68	0.69	0.72	0.84	0.79	0.66	0.83	0.77	0.75	0.70	0.66	0.82	0.76	0.63	0.73	0.73	0.65	0.62	0.76	0.69	0.75	0.64	0.70	0.72	0.71	0.73	0.67	0.60	0.67	0.87	0.58	0.62	0.83	0.84	0.77	0.65	0.69	0.66	0.76	0.72	0.82	0.76	0.73	0.90	0.80	0.58	0.62	0.80	0.65	0.77	0.79	0.77	0.74	0.66	0.86	0.78	0.96	0.82	0.77	0.65	0.83	0.79	0.60	0.85	0.81	0.73	0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.49	1.11	1.02	0.68	0.68	0.81	0.56	0.66	0.64	0.58	0.56	0.64	0.50	0.56	0.46	0.46	0.66	0.56	0.70	0.44	0.51	0.45	0.76	0.54	0.61	0.79	0.55	0.51	0.56	0.57	0.56	0.62	0.51	0.54	0.51	0.48	0.47	0.54	0.56	0.48	0.51	0.49	0.59	0.57	0.46	0.45	0.59	0.49	0.66	0.55	0.59	0.59	0.61	0.57	0.61	0.67	0.65	0.44	0.66	0.55	0.68	0.57	0.50	0.54	0.51	0.51	0.68	0.59	0.56	0.66	0.47	0.59	0.62	0.51	0.56	0.52	0.50	0.49	0.56	0.65	0.54	0.54	0.52	0.54	0.56	0.55	0.57	0.55	0.68	0.55	0.49	0.66	0.45	0.48	0.49	0.55	0.52	0.56	0.53	0.51	0.46	0.52	0.47	0.56	0.56	0.47	0.51	0.52	0.55	0.48	0.61	0.63	0.53	0.70	0.70	0.61	0.58	0.84	0.50	0.49	0.48	0.71	0.64	0.67	0.76	1.14	0.76	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.79	0.95	0.53	0.58	0.87	0.55	0.63	0.68	0.56	0.43	0.47	0.47	0.54	0.57	0.46	0.46	0.44	0.47	0.48	0.52	0.56	0.43	0.42	0.44	0.43	0.44	0.44	0.46	0.56	0.50	0.42	0.54	0.44	0.52	0.49	0.51	0.49	0.49	0.50	0.46	0.56	0.44	0.45	0.45	0.44	0.42	0.38	0.50	0.39	0.45	0.47	0.42	0.44	0.57	0.42	0.52	0.44	0.42	0.45	0.52	0.47	0.54	0.46	0.50	0.53	0.44	0.51	0.53	0.44	0.51	0.44	0.60	0.45	0.52	0.49	0.45	0.49	0.39	0.55	0.47	0.40	0.50	0.47	0.42	0.43	0.45	0.59	0.46	0.48	0.45	0.45	0.48	0.44	0.50	0.49	0.43	0.50	0.42	0.42	0.42	0.51	0.62	0.56	0.44	0.51	0.39	0.45	0.40	0.47	0.44	0.47	0.48	0.45	0.46	0.44	0.47	0.46	0.45	0.40	0.67	0.73	0.43	0.62	0.52	0.61	0.75	0.69	0.86	0.90	0.86	0.83	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.66	0.93	0.66	0.87	0.40	0.69	0.64	0.42	0.61	0.47	0.49	0.40	0.40	0.45	0.44	0.45	0.52	0.46	0.42	0.43	0.42	0.48	0.41	0.43	0.47	0.56	0.46	0.60	0.45	0.53	0.44	0.45	0.41	0.42	0.43	0.48	0.44	0.43	0.43	0.45	0.48	0.44	0.46	0.51	0.42	0.52	0.42	0.45	0.44	0.66	0.43	0.47	0.49	0.40	0.46	0.40	0.44	0.47	0.48	0.50	0.46	0.43	0.46	0.50	0.43	0.47	0.45	0.42	0.48	0.56	0.44	0.50	0.57	0.38	0.40	0.46	0.51	0.48	0.42	0.43	0.50	0.48	0.37	0.46	0.39	0.50	0.35	0.44	0.56	0.62	0.46	0.44	0.48	0.51	0.48	0.45	0.45	0.47	0.36	0.49	0.44	0.45	0.49	0.46	0.46	0.49	0.60	0.56	0.44	0.47	0.45	0.48	0.46	0.51	0.46	0.39	0.45	0.52	0.43	0.51	0.54	0.41	0.44	0.55	0.53	0.48	0.67	0.51	0.47	0.54	0.45	1.02	0.52	1.31	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	1.01	1.02	0.72	0.57	0.47	0.43	0.44	0.51	0.51	0.51	0.49	0.45	0.55	0.76	0.60	0.43	0.50	0.38	0.43	0.42	0.49	0.38	0.49	0.44	0.41	0.46	0.40	0.49	0.46	0.45	0.43	0.50	0.42	0.45	0.46	0.50	0.53	0.43	0.38	0.50	0.44	0.42	0.46	0.45	0.47	0.45	0.53	0.44	0.47	0.44	0.49	0.39	0.45	0.44	0.50	0.51	0.41	0.45	0.40	0.46	0.44	0.50	0.42	0.51	0.46	0.44	0.49	0.47	0.41	0.55	0.51	0.53	0.48	0.46	0.41	0.46	0.45	0.45	0.49	0.47	0.43	0.49	0.51	0.51	0.43	0.42	0.40	0.51	0.47	0.49	0.40	0.45	0.47	0.43	0.42	0.51	0.50	0.42	0.41	0.52	0.42	0.36	0.48	0.53	0.47	0.42	0.58	0.48	0.47	0.37	0.46	0.39	0.51	0.42	0.47	0.46	0.47	0.48	0.42	0.51	0.47	0.49	0.45	0.48	0.42	0.49	0.51	0.39	0.48	0.67	0.61	0.52	0.61	0.46	0.61	0.66	0.75	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.48	1.04	1.03	1.23	0.54	0.59	0.55	0.40	0.50	0.39	0.60	0.47	0.46	0.56	0.56	0.42	0.51	0.40	0.60	0.71	0.38	0.55	0.41	0.42	0.48	0.46	0.50	0.43	0.42	0.39	0.59	0.45	0.46	0.48	0.44	0.43	0.45	0.44	0.38	0.49	0.43	0.42	0.45	0.43	0.51	0.42	0.46	0.42	0.46	0.47	0.42	0.49	0.45	0.54	0.43	0.50	0.41	0.53	0.41	0.47	0.49	0.47	0.60	0.45	0.46	0.45	0.42	0.47	0.41	0.56	0.50	0.45	0.51	0.43	0.48	0.52	0.51	0.44	0.43	0.44	0.39	0.44	0.46	0.43	0.39	0.43	0.54	0.58	0.44	0.41	0.46	0.43	0.50	0.47	0.40	0.48	0.45	0.46	0.51	0.45	0.42	0.42	0.44	0.43	0.49	0.47	0.45	0.44	0.45	0.44	0.46	0.49	0.50	0.49	0.40	0.60	0.42	0.43	0.50	0.50	0.41	0.49	0.53	0.49	0.48	0.50	0.48	0.46	0.50	0.47	0.47	0.57	0.46	0.65	0.50	0.50	0.57	0.54	0.74	0.89	0.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.91	0.75	0.54	0.51	0.52	0.46	0.70	0.51	0.61	0.56	0.46	0.72	0.45	0.45	0.52	0.37	0.44	0.41	0.45	0.46	0.47	0.54	0.43	0.49	0.43	0.46	0.46	0.43	0.41	0.47	0.40	0.44	0.61	0.44	0.52	0.49	0.43	0.48	0.47	0.43	0.46	0.41	0.50	0.39	0.41	0.42	0.49	0.47	0.47	0.47	0.45	0.43	0.49	0.51	0.50	0.50	0.40	0.43	0.38	0.43	0.53	0.55	0.51	0.46	0.39	0.44	0.48	0.50	0.48	0.45	0.48	0.39	0.45	0.41	0.46	0.40	0.50	0.41	0.57	0.44	0.58	0.47	0.48	0.46	0.45	0.44	0.41	0.47	0.47	0.61	0.72	0.48	0.48	0.42	0.42	0.43	0.47	0.39	0.44	0.45	0.46	0.52	0.50	0.47	0.48	0.40	0.49	0.57	0.48	0.52	0.52	0.43	0.41	0.49	0.47	0.50	0.47	0.45	0.52	0.39	0.45	0.59	0.45	0.39	0.51	0.52	0.55	0.41	0.48	0.41	0.44	0.49	0.49	0.56	0.65	0.58	0.58	0.56	0.67	0.73	0.97	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
