0.275348 1.17624 3.7124 9.6749 21.3089 40.5644 67.824 100.882 134.913 163.738 182.004 187.143 180.046 164.075 143.479 121.655 101.195 83.3277 68.4553 56.4966 47.0959 39.8119 34.2013 29.8723 26.5027 23.8453 21.7182 19.9898 18.5654 17.3744 16.3679 15.5089 14.7722 14.1337 13.5772 13.0894 12.6625 12.2909 11.9717 11.6993 11.4652 11.2611 11.0744 10.8999 10.7378 10.5931 10.4674 10.359 10.2603 10.1662 10.0704 9.97235 9.87444 9.78184 9.69752 9.61999 9.55074 9.49316 9.44593 9.39897 9.34191 9.27068 9.19436 9.12622 9.07772 9.05021 9.03777 9.03458 9.03832 9.04636 9.05694 9.05166 8.98542 8.77553 8.32048 7.54233 6.43726 5.10035 3.70307 2.43058 1.42222 0.727913 0.316816 0.114545 0.0304144 0.00484119 
1.22917 4.34423 12.174 28.7281 58.1994 102.95 161.271 226.559 288.682 337 363.763 366.409 347.842 314.513 273.902 231.875 192.784 158.738 130.421 107.653 89.7508 75.8761 65.1853 56.9334 50.5085 45.4407 41.3845 38.0899 35.3762 33.1076 31.1892 29.5512 28.1461 26.9301 25.8718 24.9455 24.1348 23.4287 22.8208 22.3008 21.8533 21.4626 21.1046 20.7695 20.4582 20.182 19.9449 19.7428 19.5586 19.3803 19.1962 19.0058 18.8154 18.6357 18.473 18.325 18.1944 18.0867 17.9981 17.9094 17.8012 17.6657 17.5203 17.3907 17.2984 17.2461 17.2224 17.2164 17.2238 17.2408 17.2676 17.2789 17.2048 16.9111 16.2243 14.9935 13.168 10.8473 8.27453 5.76521 3.61792 2.01038 0.967778 0.394881 0.127378 0.0293358 
4.01044 12.6239 32.4099 70.593 132.833 219.243 321.915 426.251 515.603 576.455 601.715 591.694 552.914 495.314 429.259 362.712 301.388 248.153 203.92 168.353 140.381 118.693 101.973 89.0614 79.0045 71.0707 64.7218 59.5685 55.3272 51.7825 48.7825 46.2187 44.0188 42.1175 40.4659 39.0232 37.7601 36.659 35.7084 34.8924 34.1891 33.5744 33.0111 32.4833 31.9931 31.5609 31.1946 30.8852 30.6026 30.3245 30.0333 29.7291 29.4246 29.1381 28.8798 28.6477 28.4461 28.2816 28.1464 28.0106 27.8447 27.6365 27.4128 27.213 27.0698 26.9874 26.9487 26.9376 26.9489 26.9787 27.0338 27.0917 27.0731 26.8138 26.0852 24.6566 22.3783 19.2568 15.4982 11.4907 7.72808 4.6344 2.42967 1.08951 0.398869 0.110118 
10.8313 30.9356 73.3146 148.126 259.36 399.304 548.504 682.429 780.593 832.266 836.656 800.45 734.531 651.029 561.056 473.038 392.796 323.409 265.819 219.513 183.08 154.817 133.015 116.167 103.037 92.6783 84.3908 77.6704 72.1455 67.5314 63.6231 60.2794 57.4078 54.9293 52.7808 50.9075 49.2666 47.8341 46.5936 45.5242 44.6016 43.794 43.0534 42.3592 41.7151 41.1517 40.6807 40.2876 39.927 39.5655 39.1822 38.7786 38.3749 37.9953 37.6531 37.3479 37.085 36.8713 36.6952 36.5202 36.3101 36.0492 35.7695 35.5196 35.3387 35.2317 35.1787 35.1609 35.1743 35.2179 35.3092 35.4444 35.5668 35.5356 35.1286 34.0728 32.0929 28.9836 24.72 19.57 14.129 9.13463 5.18877 2.53571 1.03152 0.32796 
24.7493 65.1935 143.631 270.146 440.515 632.08 810.782 945.558 1020 1034.18 998.457 927.281 834.357 731.043 626.229 526.72 437.052 359.852 295.858 244.398 203.889 172.444 148.167 129.389 114.748 103.195 93.9547 86.4704 80.3269 75.2029 70.8605 67.1405 63.9409 61.183 58.7974 56.7212 54.9005 53.3082 51.9241 50.7257 49.6913 48.7846 47.953 47.1733 46.451 45.8236 45.3053 44.8766 44.4818 44.08 43.6519 43.2005 42.7508 42.3274 41.9425 41.5967 41.2971 41.0506 40.8462 40.6498 40.426 40.1566 39.8706 39.6142 39.4232 39.3029 39.2356 39.2067 39.2174 39.2724 39.4004 39.6259 39.9423 40.2881 40.5271 40.4256 39.6286 37.6822 34.1667 28.9571 22.4779 15.664 9.61033 5.08644 2.26381 0.805763 
49.0453 120.384 247.786 435.007 661.274 884.279 1058.68 1156.78 1176.63 1134.51 1052.06 948.857 837.634 725.843 618.214 518.767 430.16 354.199 291.307 240.724 200.882 169.933 146.014 127.494 113.047 101.644 92.528 85.1531 79.1112 74.0827 69.8223 66.1676 63.017 60.3037 57.9609 55.9247 54.1354 52.5674 51.1998 50.0113 48.9859 48.0862 47.2603 46.4859 45.7694 45.1496 44.6398 44.2197 43.8325 43.4381 43.0229 42.5893 42.161 41.7563 41.3799 41.0319 40.7203 40.4529 40.2268 40.0205 39.8078 39.5701 39.3247 39.103 38.9266 38.8002 38.7145 38.6668 38.6683 38.7311 38.8899 39.1921 39.684 40.4019 41.3438 42.4002 43.252 43.3069 41.7606 37.9084 31.6419 23.7464 15.6937 8.95094 4.31208 1.68681 
85.739 197.743 382.126 628.221 892.248 1113.87 1246.89 1279.61 1231.66 1134.08 1014.82 893 776.336 666.929 565.537 473.698 392.592 323.296 265.974 219.859 183.517 155.266 133.41 116.472 103.252 92.8163 84.4752 77.7362 72.2276 67.6571 63.7899 60.4685 57.5967 55.1227 52.9878 51.1329 49.4993 48.0661 46.8145 45.7253 44.7871 43.9616 43.2008 42.4862 41.8254 41.2531 40.7792 40.3874 40.0306 39.6772 39.3184 38.953 38.5959 38.2535 37.9205 37.5943 37.2831 36.9975 36.747 36.5289 36.3313 36.1385 35.9516 35.78 35.6258 35.4923 35.3815 35.3078 35.2952 35.3631 35.5445 35.8937 36.4875 37.4327 38.8509 40.7963 43.1034 45.2404 46.2297 44.8277 40.1455 32.3661 22.9608 14.039 7.25479 3.07208 
134.012 292.843 534.539 826.964 1101.99 1289.58 1356.06 1314.93 1207.04 1070.52 933.255 808.413 696.69 595.739 504.031 421.766 349.468 287.81 236.826 195.801 163.462 138.311 118.839 103.736 91.9441 82.6345 75.1937 69.1893 64.2922 60.2436 56.8257 53.8881 51.3394 49.1384 47.2366 45.5823 44.124 42.8473 41.7362 40.7717 39.9399 39.2009 38.5131 37.8656 37.2689 36.7507 36.3166 35.956 35.6376 35.3404 35.0558 34.7744 34.498 34.2213 33.9322 33.6281 33.3181 33.0157 32.7398 32.5044 32.3115 32.1517 32.0122 31.882 31.7454 31.6038 31.4689 31.3707 31.3445 31.4149 31.6083 31.9719 32.5867 33.5853 35.1607 37.5071 40.6649 44.3188 47.6059 48.9996 46.843 40.3818 30.5934 19.9256 10.9462 4.94738 
189.44 395.822 687.86 1008.57 1269.54 1402.21 1395.83 1290.85 1142.77 987.387 848.962 731.28 628.923 537.327 454.44 380.166 314.974 259.405 213.462 176.493 147.36 124.704 107.16 93.5429 82.9047 74.501 67.7823 62.3649 57.9548 54.3197 51.2581 48.6267 46.3367 44.3509 42.6297 41.129 39.8084 38.6599 37.6686 36.8125 36.0676 35.3921 34.7552 34.1564 33.6111 33.1394 32.7416 32.4127 32.1355 31.8955 31.6785 31.4639 31.2403 30.9963 30.7228 30.4243 30.1133 29.8036 29.5152 29.2694 29.0764 28.9346 28.8239 28.7212 28.6004 28.461 28.3185 28.2108 28.1777 28.2454 28.434 28.7805 29.3585 30.2955 31.8018 34.1505 37.568 41.9872 46.8665 50.7126 51.3396 46.9807 37.7308 25.9631 15.0137 7.14483 
244.803 493.918 825.018 1157.35 1389.03 1461.71 1391.05 1239.87 1070.02 908.745 777.148 668.923 575.277 491.351 415.404 347.371 287.741 236.956 194.987 161.231 134.652 113.994 97.9979 85.5745 75.8555 68.1664 62.0132 57.052 53.0171 49.6961 46.9028 44.5046 42.4146 40.5958 39.0147 37.6331 36.4213 35.3766 34.4823 33.7136 33.0343 32.4025 31.8022 31.2419 30.7403 30.3086 29.9444 29.6474 29.4109 29.2208 29.0531 28.8759 28.6685 28.4198 28.1336 27.8283 27.5224 27.2273 26.9554 26.7246 26.5456 26.4225 26.3347 26.2564 26.1597 26.0426 25.9186 25.8233 25.7924 25.8501 26.0137 26.3165 26.8304 27.6764 29.0566 31.2661 34.6611 39.3453 45.1438 50.8072 53.9215 51.869 43.7264 31.4675 18.9479 9.37217 
