0 0 0 0.0396628 0.15933 0.498873 1.09016 1.92756 2.83466 3.65147 4.25688 4.53401 4.60688 4.47101 4.45222 4.36029 4.26029 3.9912 3.65335 3.39479 3.22699 3.25634 3.43549 3.70756 4.04939 4.19216 4.08303 3.90755 3.89021 3.91664 3.95312 3.70848 3.42231 3.44129 3.7144 4.10458 4.27541 4.34814 4.56413 4.9397 5.14226 4.88744 4.31628 3.71638 3.27114 3.10564 2.93582 2.77288 2.6054 2.55688 2.6817 2.94491 3.32523 3.61307 3.7964 3.8929 4.23049 4.74149 5.03263 4.94606 4.55422 4.19541 3.86397 3.79397 3.73071 3.59757 3.46133 3.32608 3.30569 3.44449 3.71579 4.0573 4.48556 4.93396 5.26206 5.42116 5.30785 5.04507 4.66981 4.37769 4.28065 4.09524 3.7255 3.25036 2.74389 2.31477 1.88295 1.37728 0.863043 0.437425 0.167034 0.0475307 0 0 0 0 
0 0.00194778 0.0122197 0.193196 0.701229 1.96694 3.98883 6.48963 8.82902 10.7018 12.0394 12.6237 12.8799 12.6736 12.796 12.6445 12.3381 11.5361 10.5381 9.71589 9.1765 9.14388 9.54346 10.2724 11.2524 11.7619 11.6652 11.3647 11.4126 11.5007 11.4937 10.6392 9.67692 9.60276 10.2199 11.2053 11.6167 11.8011 12.3958 13.4348 14.013 13.3732 11.8885 10.3462 9.20269 8.82093 8.46509 8.1217 7.70621 7.53475 7.76153 8.33673 9.26448 9.95457 10.4018 10.6391 11.4925 12.8103 13.6075 13.4807 12.5941 11.7488 10.8871 10.6408 10.4165 10.0668 9.70851 9.33618 9.23442 9.55818 10.2644 11.1781 12.3075 13.46 14.3128 14.775 14.5943 14.0414 13.1512 12.5204 12.4898 12.1713 11.2154 9.87149 8.47535 7.26961 6.11413 4.68911 3.1673 1.83468 0.875364 0.35582 0.0820341 0.0208062 0 0 
0 0.0160815 0.0806153 0.64352 2.10505 5.37992 10.2497 15.5944 19.833 22.6446 24.4835 25.1335 25.6596 25.5244 26.0449 25.9435 25.3306 23.7341 21.7211 19.9193 18.6747 18.3481 18.9142 20.2899 22.294 23.549 23.8182 23.6691 24.0381 24.2976 24.0698 21.9957 19.687 19.2409 20.1437 21.8914 22.5785 22.8897 24.0195 26.0318 27.1939 26.1041 23.4257 20.655 18.5691 17.9418 17.4533 17.0302 16.3821 16.0319 16.2437 17.0255 18.5325 19.6121 20.3405 20.7424 22.2534 24.6397 26.1907 26.1925 24.8903 23.5564 21.9765 21.3506 20.7854 20.1282 19.4741 18.7608 18.4788 18.9944 20.2859 21.9999 24.0688 26.1 27.6268 28.5735 28.486 27.7607 26.3531 25.5774 26.1612 26.0686 24.3738 21.6386 18.8821 16.4747 14.3226 11.533 8.37569 5.40158 2.96578 1.39608 0.427728 0.108959 0 0 
0.0042099 0.070225 0.303264 1.58606 4.63498 10.8019 19.3569 27.7539 33.2674 35.9368 37.3388 37.492 38.3394 38.8105 40.3179 40.7043 39.7938 37.5111 34.7993 32.1694 30.1445 28.9492 28.9822 30.4777 33.3925 35.5598 36.7025 37.1009 37.8499 38.1492 37.3985 33.8484 29.9982 28.9242 29.6964 31.8149 32.5705 32.9285 34.5026 37.3653 39.1062 37.8793 34.4924 31.0233 28.3658 27.7154 27.4062 27.2252 26.5649 26.0453 25.9684 26.441 27.992 29.0125 29.7592 30.2372 32.0877 35.0874 37.2265 37.63 36.4976 35.115 33.0366 31.9506 31.0462 30.2747 29.4506 28.3983 27.7647 28.245 29.9459 32.3124 35.0645 37.6022 39.5401 40.9189 41.2791 40.955 39.7135 39.5323 41.4155 42.0068 39.7256 35.6101 31.5894 28.1015 25.1853 21.292 16.662 11.9478 7.49555 4.06668 1.59357 0.493279 0.0598997 0 
0.0299597 0.239228 0.887022 3.24247 8.16023 16.8953 28.0402 37.8997 43.2773 44.8327 45.1281 44.4281 45.3942 46.8755 49.7574 51.0969 50.0476 47.6163 45.2421 42.7474 40.4182 37.9135 36.487 37.039 40.1847 42.9415 45.0353 45.922 46.5323 46.3851 45.0277 40.7694 36.2779 34.6973 34.8825 36.5839 37.1131 37.3743 39.0025 42.0682 44.0873 43.312 40.3352 37.2882 34.865 34.4848 34.6508 34.993 34.6465 34.1747 33.7192 33.3457 34.0857 34.3749 34.7076 35.1354 36.7225 39.3536 41.4782 42.3563 41.9746 41.0366 38.9615 37.6101 36.7442 36.3716 35.7575 34.5577 33.4949 33.6046 35.2271 37.7063 40.4734 42.7834 44.5378 45.9012 46.7956 47.3403 47.1963 48.3316 51.5951 52.9536 50.5536 45.8863 41.3987 37.6596 34.7057 30.9461 26.2949 20.9399 14.764 8.92204 4.06195 1.40153 0.25799 0 
0.130682 0.676993 2.1369 5.86424 12.4011 22.1573 33.3097 42.3282 46.8449 47.8754 47.6681 46.2606 46.6529 48.6958 52.5156 54.9676 54.332 53.1304 53.1371 52.6086 50.6177 46.2484 42.1737 40.148 42.3019 44.5401 46.7765 47.4922 47.3251 46.5167 45.0964 41.6455 37.9658 36.3275 35.8669 36.6325 36.8522 36.9259 38.1491 40.638 42.4342 42.3963 40.6595 38.8838 37.3876 37.4234 37.9845 38.7333 39.0101 39.1954 38.8558 37.5975 36.885 35.9629 35.4905 35.7637 36.6695 38.2265 39.794 40.9094 41.2994 40.8874 39.2092 38.0104 37.747 38.2448 38.2713 37.3492 36.1821 35.945 37.0496 38.9371 40.929 42.288 43.2816 43.9896 45.0781 46.5268 48.282 51.2643 55.289 56.5194 53.7758 49.2208 45.0377 42.1027 39.8026 37.4876 34.5796 30.2851 23.619 15.6525 8.01804 3.08282 0.742737 0 
0.369996 1.52665 4.2652 9.62944 17.3602 26.6047 35.6476 42.3952 46.2314 48.102 48.5631 46.8673 45.9405 47.3952 50.961 54.1305 54.4828 55.7466 59.5092 62.0349 60.5974 54.2101 47.1363 41.7298 41.9977 42.677 44.056 44.0848 43.21 42.3742 41.8767 40.3458 38.1073 36.5145 35.5308 35.3757 35.457 35.3584 35.8916 37.3211 38.4727 38.9533 38.5063 38.1137 37.7798 38.2622 38.9497 39.7482 40.7948 42.2656 42.7173 40.9602 38.6547 36.4447 34.9781 35.0114 35.2259 35.8018 36.8643 38.0592 38.9069 38.7708 37.5206 36.6751 37.2089 38.6327 39.6234 39.6321 39.099 38.9355 39.2459 39.9001 40.5251 40.5118 40.4431 40.0671 40.9012 42.9592 46.8076 51.7039 55.8251 55.9143 52.1407 47.6578 44.0459 42.5338 41.3017 40.9355 40.4639 38.1828 32.3024 23.1785 13.1151 5.62773 1.64111 0 
0.824543 2.93225 7.3968 14.5969 23.1611 31.129 37.422 41.7086 45.2642 48.6709 50.2644 48.2224 45.3225 45.043 47.1803 50.4511 51.7992 55.2872 61.8917 66.5302 65.4696 58.0643 49.4528 41.8867 40.3902 39.4359 39.6298 39.0658 37.9829 37.7822 38.536 38.803 37.597 35.8298 34.4172 33.6452 33.7597 33.5515 33.3455 33.6102 33.9861 34.6922 35.2727 36.0545 36.8607 37.8768 38.6643 39.2687 40.8023 43.3707 44.5947 42.7272 39.2858 36.2224 33.9959 33.7471 33.3395 33.2619 34.1258 35.5062 36.747 36.8444 36.0786 35.6842 36.9183 39.1106 41.2148 42.743 43.5221 43.8018 42.9489 41.6167 40.2847 38.5487 37.3733 35.9765 36.4785 38.9343 44.3706 50.5469 54.4053 53.3988 48.8468 44.5954 41.8699 41.8119 41.7042 42.7617 43.9379 43.2824 38.7096 29.5686 18.1431 8.59253 2.86695 0 
1.4519 4.71549 11.0354 19.8837 28.7648 35.1484 38.9677 41.4734 45.52 50.9619 54.0177 51.8308 47.0295 44.5789 44.7878 47.4593 48.9793 52.7313 59.3041 63.8783 63.2664 57.0599 49.818 42.9275 40.8867 39.1504 38.2065 36.9256 35.4563 35.5096 36.901 38.1475 37.555 35.8581 34.613 33.9479 34.3113 34.089 33.4182 32.9609 32.9138 33.6657 34.6773 35.9024 37.2066 38.4768 39.1671 39.1851 40.1841 42.6083 43.9867 42.6541 39.5548 36.938 34.9091 34.6224 34.0158 33.9003 34.8598 36.2642 37.3152 37.1631 36.6237 36.7794 38.6162 41.3128 44.1744 46.9837 49.0259 49.8008 47.8244 44.5055 41.47 38.4918 36.8385 35.0851 35.4402 37.998 43.6461 49.3262 52.1128 50.6092 46.4226 43.0318 41.306 42.1021 42.7627 44.5358 46.546 47.1397 44.0987 35.5551 23.4421 12.1273 4.42073 0 
2.13519 6.51807 14.3872 24.3088 33.0325 38.2769 40.9684 42.7576 46.9113 52.6261 55.7938 53.4186 47.7676 43.6656 41.86 43.2372 44.4111 47.5531 52.576 55.9182 55.8708 52.2618 48.1806 43.9565 42.3721 40.5601 38.8771 37.056 35.3328 35.3932 36.557 37.6294 36.9139 35.3037 34.4273 34.2446 34.8486 34.6598 33.7628 32.9189 32.6867 33.4887 34.7032 36.0583 37.3753 38.4775 38.8092 38.1964 38.2096 39.5924 40.4613 39.8255 37.9712 36.5681 35.4196 35.3154 34.8618 34.994 36.1282 37.4883 38.1636 37.6274 37.0925 37.4874 39.4327 42.1654 45.0742 48.2181 50.6713 51.6206 49.0981 44.789 40.8708 37.2841 35.5553 34.076 34.7482 37.5389 42.6576 47.1733 49.3575 48.8073 46.3481 44.3078 43.3784 44.2445 45.4132 47.6656 50.2416 52.0557 50.5307 42.5647 29.6955 16.4279 6.31385 0 
