D_nATP	left	1685.33	
D_nATP	mid	182.32	
D_nATP	right	102.03	

D_nADP	left	0.00	
D_nADP	mid	0.00	
D_nADP	right	0.00	

E_nE	left	39.76	
E_nE	mid	113.04	
E_nE	right	536.60	

D_ND	left	0.02	
D_ND	mid	0.00	
D_ND	right	0.00	

D_E_NDE	left	0.00	
D_E_NDE	mid	0.00	
D_E_NDE	right	0.00	

NflD	left	1685.35	
NflD	mid	182.32	
NflD	right	102.03	

NflE	left	39.76	
NflE	mid	113.04	
NflE	right	536.60	

