0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 488.48 488.28 488.08 487.95 487.94 488.06 488.33 488.75 489.32 490.06 490.96 492.02 493.24 494.63 496.19 497.92 499.82 501.89 504.13 506.55 509.14 511.92 514.88 518.03 521.36 524.89 528.62 532.55 536.68 541.02 545.58 550.35 555.35 560.58 566.04 571.74 577.68 583.87 590.32 597.03 604.00 611.24 618.75 626.55 634.62 642.99 651.63 660.57 669.81 679.33 689.13 699.22 709.58 720.19 731.02 742.05 753.19 764.35 775.34 785.84 795.18 801.85 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 980.07 1958.89 1958.33 2446.60 2445.04 2443.49 2442.20 2441.39 2441.22 2441.76 2443.05 2445.11 2447.97 2451.63 2456.11 2461.41 2467.53 2474.49 2482.28 2490.92 2500.40 2510.75 2521.96 2534.05 2547.03 2560.91 2575.71 2591.44 2608.12 2625.77 2644.40 2664.04 2684.70 2706.40 2729.18 2753.05 2778.04 2804.17 2831.47 2859.96 2889.68 2920.64 2952.88 2986.41 3021.27 3057.47 3095.05 3134.03 3174.41 3216.23 3259.49 3304.21 3350.39 3398.02 3447.11 3497.61 3549.49 3602.69 3657.12 3712.62 3769.00 3825.96 3883.08 3939.76 3995.19 4048.47 4099.71 3321.78 3345.13 1685.47 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 1963.01 2452.42 2940.59 2937.71 2933.75 3418.68 3415.85 3413.76 3412.51 3412.21 3412.92 3414.69 3417.55 3421.52 3426.63 3432.88 3440.27 3448.83 3458.55 3469.44 3481.52 3494.79 3509.26 3524.95 3541.87 3560.03 3579.46 3600.18 3622.20 3645.55 3670.25 3696.33 3723.81 3752.72 3783.11 3814.98 3848.39 3883.35 3919.91 3958.10 3997.96 4039.51 4082.81 4127.87 4174.74 4223.45 4274.03 4326.51 4380.93 4437.30 4495.64 4555.97 4618.30 4682.63 4748.95 4817.24 4887.44 4959.50 5033.31 5108.73 5185.55 5263.48 5342.10 5420.83 5498.87 5575.05 5647.65 4910.32 4973.07 5027.52 4234.93 3413.70 858.84 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 983.75 1966.58 2947.13 2943.51 3427.81 3422.33 3905.75 3900.84 3897.05 3894.35 3892.74 3892.29 3893.03 3894.99 3898.22 3902.73 3908.53 3915.64 3924.06 3933.82 3944.90 3957.33 3971.11 3986.26 4002.79 4020.70 4040.03 4060.78 4082.98 4106.65 4131.81 4158.49 4186.71 4216.50 4247.90 4280.94 4315.65 4352.06 4390.21 4430.15 4471.90 4515.50 4561.00 4608.43 4657.83 4709.25 4762.71 4818.25 4875.91 4935.72 4997.70 5061.88 5128.28 5196.91 5267.77 5340.86 5416.15 5493.61 5573.17 5654.75 5738.22 5823.41 5910.06 5997.86 6086.36 6174.99 6263.03 6349.71 6434.56 6518.59 5779.95 5847.53 5071.80 5121.69 3447.50 1730.10 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 1969.42 2952.06 3437.52 3430.55 3912.87 3905.70 3899.07 4381.80 4377.27 4373.98 4372.00 4371.35 4372.08 4374.22 4377.78 4382.80 4389.28 4397.24 4406.69 4417.63 4430.07 4444.03 4459.51 4476.53 4495.11 4515.25 4536.98 4560.32 4585.28 4611.90 4640.19 4670.20 4701.94 4735.45 4770.76 4807.91 4846.94 4887.89 4930.78 4975.67 5022.60 5071.61 5122.74 5176.03 5231.52 5289.26 5349.28 5411.63 5476.33 5543.42 5612.93 5684.87 5759.27 5836.13 5915.44 5997.19 6081.35 6167.87 6256.67 6347.63 6440.62 6535.41 6631.75 6729.28 6827.52 6925.87 7023.55 7119.51 7212.20 6496.20 6581.33 6659.79 5896.24 5958.43 5157.83 3469.17 869.67 0.00 0.00 0.00 
0.00 0.00 1973.00 2957.05 3443.17 3925.64 3916.58 4397.28 4388.77 4381.12 4374.54 4369.48 4365.87 4363.66 4362.85 4363.46 4365.51 4369.01 4373.97 4380.40 4388.31 4397.72 4408.63 4421.04 4434.97 4450.43 4467.43 4485.99 4506.11 4527.83 4551.15 4576.10 4602.71 4630.99 4660.99 4692.72 4726.22 4761.52 4798.65 4837.66 4878.58 4921.45 4966.30 5013.18 5062.13 5113.19 5166.40 5221.80 5279.43 5339.31 5401.50 5466.02 5532.89 5602.14 5673.78 5747.83 5824.29 5903.14 5984.35 6067.90 6153.71 6241.70 6331.76 6423.71 6517.37 6612.46 6708.66 6805.56 6902.67 6999.45 7095.38 7190.45 7286.83 7380.29 7467.81 6714.74 6786.46 5998.12 5188.95 3485.35 0.00 0.00 0.00 
0.00 988.16 2468.49 2958.22 3441.51 3922.47 4402.43 4392.05 4382.61 4863.13 4855.92 4850.15 4845.92 4843.27 4842.20 4842.75 4844.92 4848.72 4854.15 4861.24 4869.99 4880.40 4892.48 4906.24 4921.69 4938.84 4957.71 4978.31 5000.66 5024.77 5050.67 5078.38 5107.94 5139.35 5172.67 5207.91 5245.12 5284.33 5325.58 5368.90 5414.34 5461.94 5511.75 5563.80 5618.14 5674.82 5733.87 5795.34 5859.27 5925.70 5994.67 6066.20 6140.33 6217.07 6296.44 6378.44 6463.08 6550.33 6640.16 6732.52 6827.34 6924.51 7023.90 7125.34 7228.59 7333.39 7439.39 7546.18 7653.26 7760.07 7865.99 7970.24 8071.51 7352.01 7442.10 7528.36 6761.25 5975.57 5171.51 4347.30 1748.21 0.00 0.00 
0.00 1977.36 2964.62 3450.09 3931.28 4410.43 4398.50 4876.98 4866.58 4857.23 4849.43 4843.26 4838.73 4835.85 4834.62 4835.04 4837.10 4840.81 4846.18 4853.21 4861.90 4872.26 4884.30 4898.03 4913.45 4930.57 4949.42 4969.99 4992.32 5016.42 5042.31 5070.01 5099.55 5130.95 5164.25 5199.49 5236.68 5275.87 5317.10 5360.40 5405.81 5453.38 5503.15 5555.15 5609.43 5666.04 5725.01 5786.38 5850.20 5916.49 5985.30 6056.64 6130.55 6207.03 6286.11 6367.77 6452.02 6538.82 6628.13 6719.90 6814.04 6910.45 7008.98 7109.45 7211.63 7315.27 7420.03 7525.53 7631.35 7737.02 7842.07 7946.03 8048.51 8149.92 8245.73 7502.72 7584.77 6808.83 6013.79 5199.07 3491.10 0.00 0.00 
0.00 1979.63 2966.11 3449.37 3929.55 4407.92 4395.15 4873.09 4861.98 4852.09 4843.73 4837.13 4832.33 4829.25 4827.86 4828.15 4830.11 4833.73 4839.02 4845.98 4854.62 4864.93 4876.93 4890.62 4906.01 4923.11 4941.93 4962.49 4984.80 5008.87 5034.75 5062.43 5091.96 5123.35 5156.65 5191.86 5229.04 5268.22 5309.43 5352.71 5398.09 5445.63 5495.35 5547.31 5601.54 5658.08 5716.97 5778.25 5841.95 5908.12 5976.77 6047.94 6121.64 6197.89 6276.69 6358.03 6441.91 6528.29 6617.13 6708.35 6801.87 6897.57 6995.30 7094.88 7196.07 7298.62 7402.20 7506.45 7610.98 7715.38 7819.32 7922.53 8024.87 8125.49 8221.18 7477.48 7560.27 6784.81 5990.62 5178.41 3477.02 0.00 0.00 
0.00 2477.22 2966.40 3941.43 3928.38 4406.16 4883.12 4870.24 4858.47 4847.91 4839.20 4832.41 4827.42 4824.18 4822.65 4822.82 4824.67 4828.21 4833.43 4840.33 4848.91 4859.18 4871.14 4884.79 4900.15 4917.22 4936.02 4956.56 4978.85 5002.91 5028.77 5056.44 5085.96 5117.34 5150.62 5185.83 5222.99 5262.15 5303.34 5346.60 5391.96 5439.47 5489.16 5541.08 5595.26 5651.74 5710.56 5771.76 5835.37 5901.42 5969.94 6040.96 6114.49 6190.53 6269.10 6350.18 6433.76 6519.79 6608.22 6698.99 6791.99 6887.11 6984.18 7083.03 7183.41 7285.05 7387.64 7490.80 7594.14 7697.27 7799.88 7901.91 8003.59 8103.90 8201.43 8293.53 7538.88 6765.05 6831.18 5159.25 4327.72 0.00 0.00 
